customer_id,credit_score,risk_category,debt_to_income_ratio,previous_delinquency_count
1553,808,Very Low Risk,0.2447,0
1554,722,Low Risk,0.2991,1
1555,631,Medium Risk,0.1609,2
1556,786,Very Low Risk,0.2669,0
1557,654,Low Risk,0.206,0
1558,530,High Risk,0.2849,5
1559,585,Medium Risk,0.3462,2
1560,655,Low Risk,0.4399,3
1561,560,Medium Risk,0.4814,1
1562,647,Medium Risk,0.3917,3
1563,646,Medium Risk,0.1727,1
1564,658,Low Risk,0.1534,0
1565,766,Very Low Risk,0.3281,0
1566,675,Low Risk,0.1815,1
1567,594,Medium Risk,0.2888,2
1568,850,Very Low Risk,0.1573,0
1569,618,Medium Risk,0.1722,2
1570,632,Medium Risk,0.2663,1
1571,666,Low Risk,0.2393,1
1572,660,Low Risk,0.3157,3
1573,687,Low Risk,0.1213,0
1574,681,Low Risk,0.4762,1
1575,740,Low Risk,0.1377,0
1576,640,Medium Risk,0.3798,2
1577,617,Medium Risk,0.4621,1
1578,710,Low Risk,0.2899,0
1579,708,Low Risk,0.1739,1
1580,821,Very Low Risk,0.3411,0
1581,790,Very Low Risk,0.2304,0
1582,696,Low Risk,0.4469,1
1583,684,Low Risk,0.2205,1
1584,659,Low Risk,0.4461,1
1585,611,Medium Risk,0.4804,1
1586,667,Low Risk,0.4548,1
1587,737,Low Risk,0.2187,0
1588,627,Medium Risk,0.4593,1
1589,645,Medium Risk,0.429,3
1590,705,Low Risk,0.2923,0
1591,634,Medium Risk,0.3037,1
1592,558,Medium Risk,0.4424,2
1593,599,Medium Risk,0.1171,3
1594,515,High Risk,0.1134,0
1595,729,Low Risk,0.1521,0
1596,670,Low Risk,0.224,1
1597,574,Medium Risk,0.2,1
1598,644,Medium Risk,0.3133,1
1599,732,Low Risk,0.1028,0
1600,842,Very Low Risk,0.2627,0
1601,684,Low Risk,0.2595,0
1602,773,Very Low Risk,0.537,0
1603,696,Low Risk,0.262,1
1604,668,Low Risk,0.2617,0
1605,702,Low Risk,0.5329,0
1606,613,Medium Risk,0.5481,1
1607,673,Low Risk,0.35,1
1608,739,Low Risk,0.3135,1
1609,635,Medium Risk,0.4266,1
1610,673,Low Risk,0.2711,1
1611,641,Medium Risk,0.4227,2
1612,604,Medium Risk,0.1313,0
1613,850,Very Low Risk,0.3309,0
1614,648,Medium Risk,0.5261,3
1615,675,Low Risk,0.1529,1
1616,468,High Risk,0.0307,1
1617,714,Low Risk,0.1476,1
1618,591,Medium Risk,0.4358,2
1619,804,Very Low Risk,0.126,0
1620,805,Very Low Risk,0.2411,0
1621,637,Medium Risk,0.4147,0
1622,713,Low Risk,0.1784,1
1623,644,Medium Risk,0.4055,1
1624,565,Medium Risk,0.408,3
1625,640,Medium Risk,0.1063,2
1626,714,Low Risk,0.2046,1
1627,733,Low Risk,0.1794,1
1628,706,Low Risk,0.5393,0
1629,722,Low Risk,0.4478,1
1630,717,Low Risk,0.2729,0
1631,676,Low Risk,0.3148,1
1632,832,Very Low Risk,0.357,0
1633,655,Low Risk,0.4731,2
1634,676,Low Risk,0.4845,0
1635,653,Low Risk,0.5101,1
1636,707,Low Risk,0.1967,0
1637,742,Low Risk,0.3885,1
1638,573,Medium Risk,0.3093,0
1639,699,Low Risk,0.5316,0
1640,507,High Risk,0.2274,1
1641,708,Low Risk,0.3303,1
1642,616,Medium Risk,0.467,2
1643,749,Low Risk,0.5492,0
1644,632,Medium Risk,0.4881,1
1645,649,Medium Risk,0.1605,2
1646,646,Medium Risk,0.2156,3
1647,769,Very Low Risk,0.1533,0
1648,850,Very Low Risk,0.2084,0
1649,659,Low Risk,0.1703,3
1650,817,Very Low Risk,0.1366,0
1651,755,Very Low Risk,0.3721,1
1652,668,Low Risk,0.1687,0
1653,612,Medium Risk,0.2429,1
1654,607,Medium Risk,0.3652,1
1655,850,Very Low Risk,0.2679,0
1656,659,Low Risk,0.4212,0
1657,850,Very Low Risk,0.1531,0
1658,593,Medium Risk,0.3491,0
1659,629,Medium Risk,0.3824,3
1660,587,Medium Risk,0.2164,3
1661,785,Very Low Risk,0.0512,0
1662,596,Medium Risk,0.4739,3
1663,786,Very Low Risk,0.3915,0
1664,840,Very Low Risk,0.3979,0
1665,785,Very Low Risk,0.0736,0
1666,711,Low Risk,0.1907,1
1667,649,Medium Risk,0.3966,0
1668,700,Low Risk,0.1958,1
1669,704,Low Risk,0.2422,0
1670,663,Low Risk,0.0781,1
1671,607,Medium Risk,0.1112,3
1672,644,Medium Risk,0.151,3
1673,587,Medium Risk,0.3558,0
1674,678,Low Risk,0.5273,1
1675,737,Low Risk,0.3338,1
1676,733,Low Risk,0.1808,0
1677,590,Medium Risk,0.0156,1
1678,806,Very Low Risk,0.4309,0
1679,685,Low Risk,0.3188,0
1680,758,Very Low Risk,0.2667,0
1681,619,Medium Risk,0.2234,3
1682,683,Low Risk,0.2901,3
1683,699,Low Risk,0.2728,0
1684,713,Low Risk,0.0975,0
1685,787,Very Low Risk,0.2976,0
1686,669,Low Risk,0.2379,1
1687,703,Low Risk,0.1118,1
1688,796,Very Low Risk,0.2513,0
1689,721,Low Risk,0.5619,1
1690,512,High Risk,0.216,1
1691,722,Low Risk,0.4421,0
1692,429,Very High Risk,0.394,0
1693,617,Medium Risk,0.1812,1
1694,730,Low Risk,0.3446,0
1695,580,Medium Risk,0.224,2
1696,547,High Risk,0.3108,1
1697,848,Very Low Risk,0.2439,0
1698,850,Very Low Risk,0.1909,0
1699,784,Very Low Risk,0.0709,0
1700,580,Medium Risk,0.1678,2
1701,657,Low Risk,0.4489,3
1702,608,Medium Risk,0.101,0
1703,786,Very Low Risk,0.1811,0
1704,781,Very Low Risk,0.4165,0
1705,670,Low Risk,0.1621,0
1706,486,High Risk,0.1634,3
1707,701,Low Risk,0.4741,0
1708,710,Low Risk,0.2918,1
1709,842,Very Low Risk,0.2241,0
1710,700,Low Risk,0.2916,0
1711,600,Medium Risk,0.1493,3
1712,747,Low Risk,0.2025,0
1713,748,Low Risk,0.1591,1
1714,572,Medium Risk,0.4895,2
1715,815,Very Low Risk,0.3876,0
1716,670,Low Risk,0.167,1
1717,644,Medium Risk,0.118,2
1718,709,Low Risk,0.2866,0
1719,667,Low Risk,0.1787,1
1720,710,Low Risk,0.1745,0
1721,740,Low Risk,0.206,0
1722,841,Very Low Risk,0.4416,0
1723,695,Low Risk,0.2739,0
1724,577,Medium Risk,0.3413,3
1725,586,Medium Risk,0.391,1
1726,785,Very Low Risk,0.3476,1
1727,718,Low Risk,0.2261,1
1728,619,Medium Risk,0.1504,3
1729,624,Medium Risk,0.31,2
1730,818,Very Low Risk,0.0929,0
1731,709,Low Risk,0.2609,0
1732,825,Very Low Risk,0.2476,0
1733,480,High Risk,0.2312,3
1734,665,Low Risk,0.2972,0
1735,649,Medium Risk,0.1588,0
1736,625,Medium Risk,0.1845,1
1737,642,Medium Risk,0.2286,3
1738,760,Very Low Risk,0.401,0
1739,723,Low Risk,0.1514,0
1740,702,Low Risk,0.2843,1
1741,713,Low Risk,0.1339,0
1742,638,Medium Risk,0.448,3
1743,717,Low Risk,0.401,0
1744,615,Medium Risk,0.2055,2
1745,708,Low Risk,0.4468,1
1746,603,Medium Risk,0.2926,2
1747,737,Low Risk,0.4498,0
1748,739,Low Risk,0.3147,0
1749,727,Low Risk,0.1133,0
1750,800,Very Low Risk,0.26,0
1751,568,Medium Risk,0.0757,3
1752,586,Medium Risk,0.1317,1
1753,740,Low Risk,0.1007,0
1754,590,Medium Risk,0.2238,3
1755,837,Very Low Risk,0.161,0
1756,722,Low Risk,0.1471,1
1757,634,Medium Risk,0.1901,3
1758,641,Medium Risk,0.402,2
1759,691,Low Risk,0.2715,0
1760,693,Low Risk,0.2365,0
1761,752,Very Low Risk,0.2639,0
1762,766,Very Low Risk,0.4696,0
1763,755,Very Low Risk,0.1339,0
1764,850,Very Low Risk,0.3625,0
1765,784,Very Low Risk,0.3188,0
1766,720,Low Risk,0.4461,0
1767,676,Low Risk,0.3897,0
1768,710,Low Risk,0.3235,0
1769,765,Very Low Risk,0.1951,0
1770,593,Medium Risk,0.2738,3
1771,552,Medium Risk,0.2492,0
1772,706,Low Risk,0.5154,1
1773,778,Very Low Risk,0.33,0
1774,665,Low Risk,0.4429,0
1775,690,Low Risk,0.1479,0
1776,715,Low Risk,0.4889,0
1777,608,Medium Risk,0.3102,2
1778,714,Low Risk,0.2147,1
1779,622,Medium Risk,0.3472,2
1780,757,Very Low Risk,0.2038,1
1781,707,Low Risk,0.5048,1
1782,579,Medium Risk,0.3803,1
1783,765,Very Low Risk,0.1878,0
1784,683,Low Risk,0.1592,0
1785,758,Very Low Risk,0.2721,1
1786,724,Low Risk,0.2532,0
1787,717,Low Risk,0.1994,1
1788,645,Medium Risk,0.3132,0
1789,767,Very Low Risk,0.5977,0
1790,724,Low Risk,0.1968,1
1791,722,Low Risk,0.3611,1
1792,634,Medium Risk,0.156,0
1793,788,Very Low Risk,0.3705,0
1794,765,Very Low Risk,0.3584,0
1795,637,Medium Risk,0.3745,3
1796,850,Very Low Risk,0.1708,0
1797,626,Medium Risk,0.2634,2
1798,836,Very Low Risk,0.5437,0
1799,623,Medium Risk,0.1709,1
1800,743,Low Risk,0.2203,0
1801,570,Medium Risk,0.1445,0
1802,673,Low Risk,0.1349,1
1803,734,Low Risk,0.121,1
1804,722,Low Risk,0.3449,1
1805,734,Low Risk,0.2142,0
1806,759,Very Low Risk,0.4779,0
1807,719,Low Risk,0.3408,0
1808,698,Low Risk,0.28,1
1809,524,High Risk,0.1435,2
1810,614,Medium Risk,0.5399,3
1811,785,Very Low Risk,0.2681,0
1812,525,High Risk,0.0891,5
1813,466,High Risk,0.0502,0
1814,704,Low Risk,0.2607,0
1815,655,Low Risk,0.3268,3
1816,574,Medium Risk,0.2379,1
1817,710,Low Risk,0.1669,0
1818,646,Medium Risk,0.1802,2
1819,826,Very Low Risk,0.1846,0
1820,453,High Risk,0.0778,5
1821,566,Medium Risk,0.2266,1
1822,751,Very Low Risk,0.2092,0
1823,710,Low Risk,0.4357,1
1824,730,Low Risk,0.159,0
1825,660,Low Risk,0.1942,0
1826,694,Low Risk,0.1644,1
1827,543,High Risk,0.2773,0
1828,652,Low Risk,0.1499,3
1829,746,Low Risk,0.3384,0
1830,717,Low Risk,0.4196,0
1831,703,Low Risk,0.216,1
1832,710,Low Risk,0.5195,0
1833,635,Medium Risk,0.3267,2
1834,722,Low Risk,0.2973,1
1835,667,Low Risk,0.3965,0
1836,574,Medium Risk,0.1965,2
1837,811,Very Low Risk,0.2493,0
1838,720,Low Risk,0.301,0
1839,667,Low Risk,0.1292,0
1840,738,Low Risk,0.445,0
1841,707,Low Risk,0.5489,1
1842,718,Low Risk,0.4868,1
1843,850,Very Low Risk,0.2935,0
1844,701,Low Risk,0.1616,0
1845,657,Low Risk,0.1067,1
1846,661,Low Risk,0.5299,1
1847,689,Low Risk,0.2344,0
1848,683,Low Risk,0.4411,3
1849,745,Low Risk,0.0684,0
1850,774,Very Low Risk,0.3419,1
1851,676,Low Risk,0.2879,0
1852,651,Low Risk,0.3329,2
1853,659,Low Risk,0.5233,1
1854,661,Low Risk,0.1072,0
1855,607,Medium Risk,0.3162,2
1856,703,Low Risk,0.4215,0
1857,690,Low Risk,0.4668,1
1858,541,High Risk,0.0537,6
1859,752,Very Low Risk,0.3772,0
1860,650,Low Risk,0.407,1
1861,770,Very Low Risk,0.5219,0
1862,673,Low Risk,0.1048,0
1863,686,Low Risk,0.1624,0
1864,750,Very Low Risk,0.2237,0
1865,715,Low Risk,0.2777,0
1866,643,Medium Risk,0.3952,0
1867,543,High Risk,0.4489,0
1868,565,Medium Risk,0.3925,0
1869,745,Low Risk,0.139,0
1870,764,Very Low Risk,0.3836,0
1871,665,Low Risk,0.2254,3
1872,739,Low Risk,0.2179,1
1873,521,High Risk,0.1519,1
1874,571,Medium Risk,0.1328,0
1875,755,Very Low Risk,0.295,1
1876,723,Low Risk,0.2961,1
1877,689,Low Risk,0.1999,1
1878,591,Medium Risk,0.109,2
1879,581,Medium Risk,0.3686,3
1880,668,Low Risk,0.4439,0
1881,695,Low Risk,0.378,0
1882,708,Low Risk,0.4999,0
1883,693,Low Risk,0.2605,1
1884,657,Low Risk,0.3164,0
1885,673,Low Risk,0.55,1
1886,742,Low Risk,0.2298,0
1887,667,Low Risk,0.3275,0
1888,761,Very Low Risk,0.4957,0
1889,648,Medium Risk,0.373,1
1890,662,Low Risk,0.3095,0
1891,635,Medium Risk,0.2458,3
1892,681,Low Risk,0.3495,0
1893,699,Low Risk,0.2836,1
1894,618,Medium Risk,0.1724,2
1895,657,Low Risk,0.3135,3
1896,685,Low Risk,0.1364,1
1897,739,Low Risk,0.1647,1
1898,724,Low Risk,0.4544,1
1899,499,High Risk,0.0461,4
1900,792,Very Low Risk,0.3027,0
1901,788,Very Low Risk,0.3933,0
1902,559,Medium Risk,0.3678,2
1903,749,Low Risk,0.4203,0
1904,772,Very Low Risk,0.445,0
1905,729,Low Risk,0.4338,0
1906,661,Low Risk,0.5413,0
1907,767,Very Low Risk,0.2565,0
1908,692,Low Risk,0.2624,0
1909,726,Low Risk,0.1716,0
1910,633,Medium Risk,0.206,0
1911,664,Low Risk,0.2432,0
1912,694,Low Risk,0.382,1
1913,758,Very Low Risk,0.4928,0
1914,624,Medium Risk,0.1395,1
1915,566,Medium Risk,0.4653,1
1916,683,Low Risk,0.1896,1
1917,667,Low Risk,0.2382,0
1918,487,High Risk,0.1974,1
1919,716,Low Risk,0.0528,0
1920,678,Low Risk,0.2599,1
1921,719,Low Risk,0.1758,0
1922,800,Very Low Risk,0.1913,0
1923,566,Medium Risk,0.1989,0
1924,567,Medium Risk,0.1667,3
1925,850,Very Low Risk,0.3435,0
1926,630,Medium Risk,0.3808,2
1927,825,Very Low Risk,0.2557,0
1928,787,Very Low Risk,0.3316,0
1929,653,Low Risk,0.2311,3
1930,735,Low Risk,0.2447,0
1931,826,Very Low Risk,0.3799,0
1932,626,Medium Risk,0.4956,3
1933,663,Low Risk,0.4241,1
1934,793,Very Low Risk,0.3664,0
1935,559,Medium Risk,0.2555,0
1936,548,High Risk,0.3767,2
1937,435,Very High Risk,0.5031,3
1938,634,Medium Risk,0.4433,3
1939,671,Low Risk,0.2291,0
1940,691,Low Risk,0.5495,0
1941,793,Very Low Risk,0.3823,0
1942,850,Very Low Risk,0.3951,0
1943,680,Low Risk,0.2898,0
1944,637,Medium Risk,0.1541,2
1945,681,Low Risk,0.2236,0
1946,791,Very Low Risk,0.4212,0
1947,699,Low Risk,0.1759,1
1948,672,Low Risk,0.1652,0
1949,701,Low Risk,0.3806,1
1950,623,Medium Risk,0.2743,0
1951,749,Low Risk,0.3046,0
1952,608,Medium Risk,0.5429,2
1953,710,Low Risk,0.1673,0
1954,637,Medium Risk,0.2285,2
1955,689,Low Risk,0.1232,0
1956,850,Very Low Risk,0.5028,0
1957,593,Medium Risk,0.5218,3
1958,505,High Risk,0.2277,2
1959,850,Very Low Risk,0.5977,0
1960,613,Medium Risk,0.4102,2
1961,843,Very Low Risk,0.5226,0
1962,722,Low Risk,0.3535,1
1963,593,Medium Risk,0.3765,0
1964,739,Low Risk,0.1741,0
1965,738,Low Risk,0.5265,0
1966,724,Low Risk,0.3755,1
1967,672,Low Risk,0.1467,1
1968,627,Medium Risk,0.4207,3
1969,738,Low Risk,0.3278,1
1970,777,Very Low Risk,0.3442,0
1971,722,Low Risk,0.271,1
1972,711,Low Risk,0.1962,0
1973,850,Very Low Risk,0.2848,0
1974,722,Low Risk,0.1988,0
1975,704,Low Risk,0.375,1
1976,581,Medium Risk,0.1179,3
1977,640,Medium Risk,0.3797,0
1978,701,Low Risk,0.4718,0
1979,578,Medium Risk,0.5032,3
1980,674,Low Risk,0.2246,0
1981,783,Very Low Risk,0.2685,0
1982,804,Very Low Risk,0.1657,0
1983,535,High Risk,0.1769,2
1984,707,Low Risk,0.2254,1
1985,774,Very Low Risk,0.1565,0
1986,723,Low Risk,0.392,0
1987,823,Very Low Risk,0.3366,0
1988,593,Medium Risk,0.2493,0
1989,673,Low Risk,0.3816,1
1990,746,Low Risk,0.1785,1
1991,618,Medium Risk,0.1865,2
1992,570,Medium Risk,0.3377,2
1993,619,Medium Risk,0.1014,1
1994,603,Medium Risk,0.1217,0
1995,701,Low Risk,0.3387,0
1996,746,Low Risk,0.2934,1
1997,707,Low Risk,0.099,0
1998,722,Low Risk,0.5384,1
1999,729,Low Risk,0.3513,0
2000,642,Medium Risk,0.2158,2
2001,594,Medium Risk,0.3066,0
2002,621,Medium Risk,0.1089,3
2003,603,Medium Risk,0.1828,2
2004,540,High Risk,0.1735,0
2005,773,Very Low Risk,0.2821,0
2006,652,Low Risk,0.1151,0
2007,605,Medium Risk,0.1552,1
2008,572,Medium Risk,0.1395,1
2009,463,High Risk,0.1327,6
2010,656,Low Risk,0.1982,0
2011,603,Medium Risk,0.5119,3
2012,652,Low Risk,0.2823,3
2013,604,Medium Risk,0.0552,1
2014,592,Medium Risk,0.3259,1
2015,562,Medium Risk,0.2377,1
2016,740,Low Risk,0.3073,0
2017,686,Low Risk,0.3292,0
2018,681,Low Risk,0.5198,0
2019,485,High Risk,0.0774,0
2020,666,Low Risk,0.369,3
2021,824,Very Low Risk,0.2192,0
2022,684,Low Risk,0.1776,1
2023,808,Very Low Risk,0.2197,0
2024,687,Low Risk,0.2474,0
2025,650,Low Risk,0.3675,0
2026,654,Low Risk,0.2869,2
2027,844,Very Low Risk,0.5369,0
2028,740,Low Risk,0.2943,1
2029,772,Very Low Risk,0.4291,0
2030,675,Low Risk,0.2362,1
2031,850,Very Low Risk,0.2399,0
2032,752,Very Low Risk,0.4532,1
2033,708,Low Risk,0.3738,1
2034,577,Medium Risk,0.4451,1
2035,689,Low Risk,0.3626,1
2036,705,Low Risk,0.2104,0
2037,662,Low Risk,0.3493,0
2038,657,Low Risk,0.3315,2
2039,703,Low Risk,0.3029,0
2040,672,Low Risk,0.1678,1
2041,573,Medium Risk,0.2914,1
2042,774,Very Low Risk,0.2561,0
2043,714,Low Risk,0.249,0
2044,644,Medium Risk,0.4672,0
2045,563,Medium Risk,0.2313,1
2046,582,Medium Risk,0.4455,2
2047,560,Medium Risk,0.1654,2
2048,664,Low Risk,0.3803,1
2049,740,Low Risk,0.1875,1
2050,821,Very Low Risk,0.1487,0
2051,545,High Risk,0.1073,1
2052,850,Very Low Risk,0.3165,0
2053,719,Low Risk,0.2349,0
2054,791,Very Low Risk,0.4121,0
2055,850,Very Low Risk,0.1674,0
2056,614,Medium Risk,0.3995,2
2057,554,Medium Risk,0.1917,2
2058,789,Very Low Risk,0.3144,0
2059,727,Low Risk,0.507,0
2060,850,Very Low Risk,0.3375,0
2061,655,Low Risk,0.4686,1
2062,756,Very Low Risk,0.1069,0
2063,687,Low Risk,0.4538,0
2064,706,Low Risk,0.4528,0
2065,632,Medium Risk,0.2421,2
2066,616,Medium Risk,0.1121,2
2067,648,Medium Risk,0.4068,2
2068,610,Medium Risk,0.4247,0
2069,627,Medium Risk,0.1986,3
2070,822,Very Low Risk,0.5025,0
2071,850,Very Low Risk,0.3448,0
2072,594,Medium Risk,0.1344,0
2073,639,Medium Risk,0.5186,0
2074,693,Low Risk,0.5403,0
2075,597,Medium Risk,0.2852,1
2076,596,Medium Risk,0.4095,1
2077,545,High Risk,0.4068,0
2078,689,Low Risk,0.1086,0
2079,628,Medium Risk,0.4282,2
2080,563,Medium Risk,0.068,1
2081,626,Medium Risk,0.2204,0
2082,602,Medium Risk,0.0566,2
2083,662,Low Risk,0.3108,0
2084,620,Medium Risk,0.1665,3
2085,637,Medium Risk,0.3702,1
2086,766,Very Low Risk,0.5196,0
2087,689,Low Risk,0.3877,0
2088,690,Low Risk,0.3705,1
2089,566,Medium Risk,0.2772,1
2090,610,Medium Risk,0.2195,1
2091,610,Medium Risk,0.4735,1
2092,600,Medium Risk,0.17,0
2093,598,Medium Risk,0.4684,3
2094,640,Medium Risk,0.2176,3
2095,612,Medium Risk,0.2408,2
2096,786,Very Low Risk,0.1515,0
2097,554,Medium Risk,0.1785,5
2098,793,Very Low Risk,0.1802,0
2099,738,Low Risk,0.2364,0
2100,617,Medium Risk,0.1998,0
2101,639,Medium Risk,0.1748,1
2102,754,Very Low Risk,0.1853,0
2103,798,Very Low Risk,0.0887,0
2104,702,Low Risk,0.1283,1
2105,789,Very Low Risk,0.4573,0
2106,746,Low Risk,0.1338,0
2107,626,Medium Risk,0.3579,2
2108,790,Very Low Risk,0.1001,0
2109,478,High Risk,0.2648,1
2110,676,Low Risk,0.4022,1
2111,781,Very Low Risk,0.2148,0
2112,740,Low Risk,0.3985,0
2113,683,Low Risk,0.2455,0
2114,734,Low Risk,0.1502,1
2115,761,Very Low Risk,0.1106,0
2116,584,Medium Risk,0.1685,2
2117,544,High Risk,0.1878,0
2118,706,Low Risk,0.1758,0
2119,635,Medium Risk,0.4537,0
2120,645,Medium Risk,0.3417,0
2121,532,High Risk,0.2308,1
2122,568,Medium Risk,0.4924,2
2123,649,Medium Risk,0.1655,2
2124,774,Very Low Risk,0.1498,0
2125,668,Low Risk,0.4031,0
2126,605,Medium Risk,0.2225,0
2127,598,Medium Risk,0.4648,2
2128,732,Low Risk,0.2797,1
2129,706,Low Risk,0.4358,0
2130,751,Very Low Risk,0.373,0
2131,720,Low Risk,0.4347,1
2132,746,Low Risk,0.42,0
2133,677,Low Risk,0.5372,1
2134,664,Low Risk,0.3684,0
2135,648,Medium Risk,0.1257,1
2136,662,Low Risk,0.1792,0
2137,784,Very Low Risk,0.2257,0
2138,663,Low Risk,0.2498,0
2139,805,Very Low Risk,0.3824,0
2140,599,Medium Risk,0.1405,1
2141,581,Medium Risk,0.1988,3
2142,673,Low Risk,0.1625,1
2143,658,Low Risk,0.1666,3
2144,543,High Risk,0.4882,3
2145,750,Very Low Risk,0.4429,0
2146,584,Medium Risk,0.4828,2
2147,765,Very Low Risk,0.2731,1
2148,718,Low Risk,0.4725,0
2149,766,Very Low Risk,0.2326,0
2150,645,Medium Risk,0.3762,1
2151,594,Medium Risk,0.4165,1
2152,758,Very Low Risk,0.2779,0
2153,640,Medium Risk,0.5119,0
2154,678,Low Risk,0.3137,1
2155,640,Medium Risk,0.4589,0
2156,711,Low Risk,0.3504,1
2157,568,Medium Risk,0.3691,2
2158,669,Low Risk,0.1212,0
2159,806,Very Low Risk,0.4433,0
2160,630,Medium Risk,0.1907,2
2161,632,Medium Risk,0.476,3
2162,671,Low Risk,0.2772,0
2163,637,Medium Risk,0.3766,2
2164,850,Very Low Risk,0.4807,0
2165,653,Low Risk,0.1236,3
2166,777,Very Low Risk,0.2185,1
2167,578,Medium Risk,0.1285,1
2168,751,Very Low Risk,0.4009,1
2169,608,Medium Risk,0.1216,2
2170,531,High Risk,0.4586,1
2171,680,Low Risk,0.269,3
2172,694,Low Risk,0.2524,1
2173,639,Medium Risk,0.2956,0
2174,659,Low Risk,0.3002,1
2175,678,Low Risk,0.2442,0
2176,552,Medium Risk,0.4647,0
2177,671,Low Risk,0.1533,1
2178,732,Low Risk,0.1069,0
2179,700,Low Risk,0.2025,0
2180,632,Medium Risk,0.2676,1
2181,523,High Risk,0.1846,5
2182,717,Low Risk,0.3471,0
2183,577,Medium Risk,0.5067,2
2184,723,Low Risk,0.3518,0
2185,518,High Risk,0.1119,6
2186,850,Very Low Risk,0.3393,0
2187,560,Medium Risk,0.021,0
2188,623,Medium Risk,0.4568,1
2189,692,Low Risk,0.2836,0
2190,685,Low Risk,0.231,2
2191,638,Medium Risk,0.4843,3
2192,662,Low Risk,0.4295,0
2193,740,Low Risk,0.3534,1
2194,634,Medium Risk,0.5067,1
2195,638,Medium Risk,0.123,2
2196,680,Low Risk,0.3477,1
2197,596,Medium Risk,0.4087,2
2198,668,Low Risk,0.3805,0
2199,586,Medium Risk,0.1443,3
2200,611,Medium Risk,0.4435,1
2201,629,Medium Risk,0.5,3
2202,670,Low Risk,0.3602,1
2203,850,Very Low Risk,0.2247,0
2204,850,Very Low Risk,0.3716,0
2205,523,High Risk,0.2687,5
2206,695,Low Risk,0.2951,1
2207,771,Very Low Risk,0.2023,0
2208,634,Medium Risk,0.4545,2
2209,583,Medium Risk,0.1304,2
2210,556,Medium Risk,0.5293,0
2211,607,Medium Risk,0.487,0
2212,634,Medium Risk,0.4419,1
2213,733,Low Risk,0.3743,0
2214,594,Medium Risk,0.2079,1
2215,463,High Risk,0.024,1
2216,850,Very Low Risk,0.383,0
2217,691,Low Risk,0.286,1
2218,611,Medium Risk,0.3465,2
2219,647,Medium Risk,0.4205,0
2220,756,Very Low Risk,0.3372,0
2221,684,Low Risk,0.3331,0
2222,663,Low Risk,0.3896,1
2223,523,High Risk,0.4982,3
2224,710,Low Risk,0.4897,0
2225,600,Medium Risk,0.4319,3
2226,850,Very Low Risk,0.5153,0
2227,729,Low Risk,0.469,0
2228,672,Low Risk,0.1457,1
2229,817,Very Low Risk,0.3837,0
2230,585,Medium Risk,0.1979,2
2231,628,Medium Risk,0.2863,3
2232,751,Very Low Risk,0.2757,1
2233,741,Low Risk,0.4174,1
2234,850,Very Low Risk,0.3387,0
2235,679,Low Risk,0.0799,1
2236,742,Low Risk,0.3356,1
2237,660,Low Risk,0.2351,1
2238,610,Medium Risk,0.2845,1
2239,691,Low Risk,0.4244,1
2240,574,Medium Risk,0.2648,1
2241,602,Medium Risk,0.2117,2
2242,675,Low Risk,0.4019,1
2243,736,Low Risk,0.2331,0
2244,661,Low Risk,0.1386,1
2245,708,Low Risk,0.3307,1
2246,726,Low Risk,0.3196,1
2247,552,Medium Risk,0.4053,0
2248,742,Low Risk,0.5736,1
2249,590,Medium Risk,0.4141,0
2250,735,Low Risk,0.1107,1
2251,757,Very Low Risk,0.1195,1
2252,850,Very Low Risk,0.2784,0
2253,631,Medium Risk,0.201,1
2254,758,Very Low Risk,0.3084,0
2255,710,Low Risk,0.1996,1
2256,611,Medium Risk,0.422,3
2257,652,Low Risk,0.1988,2
2258,745,Low Risk,0.0978,0
2259,780,Very Low Risk,0.2411,0
2260,736,Low Risk,0.4206,0
2261,690,Low Risk,0.2402,0
2262,665,Low Risk,0.5319,1
2263,609,Medium Risk,0.2173,0
2264,729,Low Risk,0.4792,1
2265,575,Medium Risk,0.3648,1
2266,644,Medium Risk,0.111,2
2267,687,Low Risk,0.4784,0
2268,786,Very Low Risk,0.525,1
2269,624,Medium Risk,0.459,0
2270,686,Low Risk,0.4966,1
2271,756,Very Low Risk,0.1669,1
2272,831,Very Low Risk,0.1762,0
2273,763,Very Low Risk,0.2227,0
2274,777,Very Low Risk,0.2986,0
2275,618,Medium Risk,0.4109,3
2276,826,Very Low Risk,0.3596,0
2277,729,Low Risk,0.3487,1
2278,612,Medium Risk,0.1762,2
2279,774,Very Low Risk,0.3694,0
2280,753,Very Low Risk,0.5466,1
2281,495,High Risk,0.0748,0
2282,610,Medium Risk,0.2079,2
2283,640,Medium Risk,0.3622,1
2284,820,Very Low Risk,0.2877,0
2285,791,Very Low Risk,0.3764,0
2286,721,Low Risk,0.1557,0
2287,655,Low Risk,0.2421,2
2288,683,Low Risk,0.2562,0
2289,633,Medium Risk,0.1182,1
2290,653,Low Risk,0.3564,3
2291,692,Low Risk,0.4006,0
2292,673,Low Risk,0.17,0
2293,850,Very Low Risk,0.4625,0
2294,511,High Risk,0.2318,0
2295,507,High Risk,0.2398,2
2296,699,Low Risk,0.341,0
2297,583,Medium Risk,0.536,2
2298,660,Low Risk,0.2552,1
2299,599,Medium Risk,0.3254,2
2300,578,Medium Risk,0.431,2
2301,721,Low Risk,0.1965,1
2302,709,Low Risk,0.2701,1
2303,721,Low Risk,0.1487,0
2304,771,Very Low Risk,0.377,0
