payment_id,loan_id,payment_date,amount_due,amount_paid,days_past_due
14776,1610,2025-06-26,229.44,229.44,0
14777,1610,2025-07-26,229.44,229.44,0
14778,1610,2025-08-28,229.44,229.44,0
14779,1610,2025-09-25,229.44,229.44,0
14780,1610,2025-10-28,229.44,229.44,0
14781,1610,2025-11-22,229.44,229.44,0
14782,1610,2025-12-28,229.44,229.44,0
14783,1611,2025-01-22,165.21,165.21,0
14784,1611,2025-02-28,165.21,165.21,0
14785,1611,2025-03-23,165.21,165.21,0
14786,1611,2025-04-27,165.21,165.21,0
14787,1611,2025-05-23,165.21,165.21,0
14788,1611,2025-06-26,165.21,165.21,0
14789,1611,2025-10-06,165.21,40.06,73
14790,1611,2025-08-25,165.21,165.21,0
14791,1611,2025-09-26,165.21,165.21,0
14792,1611,2025-10-24,165.21,165.21,0
14793,1611,2025-11-22,165.21,165.21,0
14794,1611,2025-12-23,165.21,165.21,0
14795,1612,2025-05-22,114.4,114.4,0
14796,1612,2025-06-22,114.4,114.4,0
14797,1612,2025-07-22,114.4,114.4,0
14798,1612,2025-08-26,114.4,114.4,0
14799,1612,2025-09-28,114.4,114.4,0
14800,1612,2025-10-27,114.4,114.4,0
14801,1612,2025-11-28,114.4,114.4,0
14802,1612,2025-12-24,114.4,114.4,0
14803,1613,2024-11-27,1009.83,1009.83,0
14804,1613,2024-12-25,1009.83,1009.83,0
14805,1613,2025-01-27,1009.83,1009.83,0
14806,1613,2025-02-24,1009.83,1009.83,0
14807,1613,2025-03-27,1009.83,1009.83,0
14808,1613,2025-04-26,1009.83,1009.83,0
14809,1613,2025-05-23,1009.83,1009.83,0
14810,1613,2025-06-23,1009.83,1009.83,0
14811,1613,2025-07-22,1009.83,1009.83,0
14812,1613,2025-11-19,1009.83,828.76,88
14813,1613,2025-09-27,1009.83,1009.83,0
14814,1613,2025-10-23,1009.83,1009.83,0
14815,1613,2025-11-26,1009.83,1009.83,0
14816,1613,2025-12-23,1009.83,1009.83,0
14817,1614,2024-12-24,733.03,733.03,0
14818,1614,2025-01-24,733.03,733.03,0
14819,1614,2025-02-26,733.03,733.03,0
14820,1614,2025-03-23,733.03,733.03,0
14821,1614,2025-04-27,733.03,733.03,0
14822,1614,2025-05-24,733.03,733.03,0
14823,1614,2025-06-25,733.03,733.03,0
14824,1614,2025-07-28,733.03,733.03,0
14825,1614,2025-08-27,733.03,733.03,0
14826,1614,2025-09-27,733.03,733.03,0
14827,1614,2025-10-28,733.03,733.03,0
14828,1614,2025-11-25,733.03,733.03,0
14829,1614,2025-12-22,733.03,733.03,0
14830,1615,2024-02-28,175.78,175.78,0
14831,1615,2024-03-28,175.78,175.78,0
14832,1615,2024-06-26,175.78,166.46,62
14833,1615,2024-05-27,175.78,175.78,0
14834,1615,2024-08-12,175.78,171.72,48
14835,1615,2024-08-14,175.78,149.0,22
14836,1615,2024-08-27,175.78,175.78,0
14837,1615,2024-09-25,175.78,175.78,0
14838,1615,2024-10-26,175.78,175.78,0
14839,1615,2025-01-07,175.78,2.05,40
14840,1615,2025-01-30,175.78,152.61,38
14841,1615,2025-01-22,175.78,175.78,0
14842,1615,2025-05-13,175.78,150.12,74
14843,1615,2025-03-22,175.78,175.78,0
14844,1615,2025-04-23,175.78,175.78,0
14845,1615,2025-06-03,175.78,154.79,8
14846,1615,2025-09-16,175.78,161.43,84
14847,1615,2025-07-26,175.78,175.78,0
14848,1615,2025-08-28,175.78,175.78,0
14849,1615,2025-09-25,175.78,175.78,0
14850,1615,2025-10-25,175.78,175.78,0
14851,1615,2025-11-23,175.78,175.78,0
14852,1615,2025-12-24,175.78,175.78,0
14853,1616,2025-11-24,627.87,627.87,0
14854,1616,2025-12-26,627.87,627.87,0
14855,1617,2025-01-28,1655.69,1655.69,0
14856,1617,2025-02-24,1655.69,1655.69,0
14857,1617,2025-03-27,1655.69,1655.69,0
14858,1617,2025-04-28,1655.69,1655.69,0
14859,1617,2025-05-25,1655.69,1655.69,0
14860,1617,2025-06-23,1655.69,1655.69,0
14861,1617,2025-07-27,1655.69,1655.69,0
14862,1617,2025-08-27,1655.69,1655.69,0
14863,1617,2025-09-24,1655.69,1655.69,0
14864,1617,2025-10-26,1655.69,1655.69,0
14865,1617,2025-11-27,1655.69,1655.69,0
14866,1617,2025-12-22,1655.69,1655.69,0
14867,1618,2025-06-27,1365.39,1365.39,0
14868,1618,2025-07-26,1365.39,1365.39,0
14869,1618,2025-08-25,1365.39,1365.39,0
14870,1618,2025-09-27,1365.39,1365.39,0
14871,1618,2025-10-22,1365.39,1365.39,0
14872,1618,2025-11-24,1365.39,1365.39,0
14873,1618,2025-12-22,1365.39,1365.39,0
14874,1619,2025-01-23,591.06,591.06,0
14875,1619,2025-02-23,591.06,591.06,0
14876,1619,2025-03-22,591.06,591.06,0
14877,1619,2025-05-04,591.06,573.23,6
14878,1619,2025-05-22,591.06,591.06,0
14879,1619,2025-06-22,591.06,591.06,0
14880,1619,2025-08-25,591.06,479.86,34
14881,1619,2025-10-09,591.06,479.31,48
14882,1619,2025-09-23,591.06,591.06,0
14883,1619,2025-10-28,591.06,591.06,0
14884,1619,2025-11-23,591.06,591.06,0
14885,1619,2026-01-26,591.06,506.59,31
14886,1620,2025-05-28,116.14,116.14,0
14887,1620,2025-06-23,116.14,116.14,0
14888,1620,2025-07-24,116.14,116.14,0
14889,1620,2025-08-26,116.14,116.14,0
14890,1620,2025-09-23,116.14,116.14,0
14891,1620,2025-10-23,116.14,116.14,0
14892,1620,2025-11-25,116.14,116.14,0
14893,1620,2025-12-27,116.14,116.14,0
14894,1621,2025-05-01,199.15,197.9,35
14895,1621,2025-04-24,199.15,199.15,0
14896,1621,2025-05-23,199.15,199.15,0
14897,1621,2025-06-28,199.15,199.15,0
14898,1621,2025-07-22,199.15,199.15,0
14899,1621,2025-08-24,199.15,199.15,0
14900,1621,2025-09-26,199.15,199.15,0
14901,1621,2025-10-27,199.15,199.15,0
14902,1621,2025-11-28,199.15,199.15,0
14903,1621,2025-12-27,199.15,199.15,0
14904,1622,2025-04-23,3321.41,3321.41,0
14905,1622,2025-05-28,3321.41,3321.41,0
14906,1622,2025-07-17,3321.41,3188.06,21
14907,1622,2025-07-23,3321.41,3321.41,0
14908,1622,2025-08-25,3321.41,3321.41,0
14909,1622,2025-09-24,3321.41,3321.41,0
14910,1622,2025-12-12,3321.41,339.82,46
14911,1622,2025-11-24,3321.41,3321.41,0
14912,1622,2025-12-22,3321.41,3321.41,0
14913,1623,2024-11-24,276.65,276.65,0
14914,1623,2024-12-23,276.65,276.65,0
14915,1623,2025-01-22,276.65,276.65,0
14916,1623,2025-02-28,276.65,276.65,0
14917,1623,2025-03-28,276.65,276.65,0
14918,1623,2025-04-27,276.65,276.65,0
14919,1623,2025-05-24,276.65,276.65,0
14920,1623,2025-06-26,276.65,276.65,0
14921,1623,2025-10-11,276.65,234.98,78
14922,1623,2025-08-26,276.65,276.65,0
14923,1623,2025-09-23,276.65,276.65,0
14924,1623,2025-10-27,276.65,276.65,0
14925,1623,2025-11-27,276.65,276.65,0
14926,1623,2025-12-22,276.65,276.65,0
14927,1624,2025-09-22,1118.04,1118.04,0
14928,1624,2025-10-23,1118.04,1118.04,0
14929,1624,2025-11-27,1118.04,1118.04,0
14930,1624,2025-12-26,1118.04,1118.04,0
14931,1625,2024-07-24,182.11,182.11,0
14932,1625,2024-08-23,182.11,182.11,0
14933,1625,2024-09-27,182.11,182.11,0
14934,1625,2024-10-28,182.11,182.11,0
14935,1625,2024-11-23,182.11,182.11,0
14936,1625,2024-12-22,182.11,182.11,0
14937,1625,2025-01-27,182.11,182.11,0
14938,1625,2025-02-23,182.11,182.11,0
14939,1625,2025-03-26,182.11,182.11,0
14940,1625,2025-04-26,182.11,182.11,0
14941,1625,2025-05-23,182.11,182.11,0
14942,1625,2025-06-25,182.11,182.11,0
14943,1625,2025-07-26,182.11,182.11,0
14944,1625,2025-08-24,182.11,182.11,0
14945,1625,2025-09-28,182.11,182.11,0
14946,1625,2025-10-23,182.11,182.11,0
14947,1625,2025-11-25,182.11,182.11,0
14948,1625,2025-12-26,182.11,182.11,0
14949,1626,2025-08-01,638.44,617.03,34
14950,1626,2025-10-06,638.44,600.04,70
14951,1626,2025-08-23,638.44,638.44,0
14952,1626,2025-09-27,638.44,638.44,0
14953,1626,2025-10-22,638.44,638.44,0
14954,1626,2025-11-23,638.44,638.44,0
14955,1626,2026-02-28,638.44,590.14,62
14956,1627,2025-03-24,835.66,835.66,0
14957,1627,2025-06-08,835.66,793.61,44
14958,1627,2025-05-24,835.66,835.66,0
14959,1627,2025-06-22,835.66,835.66,0
14960,1627,2025-07-22,835.66,835.66,0
14961,1627,2025-09-05,835.66,758.99,14
14962,1627,2025-09-23,835.66,835.66,0
14963,1627,2025-10-28,835.66,835.66,0
14964,1627,2025-11-25,835.66,835.66,0
14965,1627,2025-12-23,835.66,835.66,0
14966,1628,2025-06-26,159.68,159.68,0
14967,1628,2025-07-28,159.68,159.68,0
14968,1628,2025-08-26,159.68,159.68,0
14969,1628,2025-09-22,159.68,159.68,0
14970,1628,2025-10-22,159.68,159.68,0
14971,1628,2025-11-27,159.68,159.68,0
14972,1628,2025-12-26,159.68,159.68,0
14973,1629,2025-07-24,802.48,802.48,0
14974,1629,2025-08-27,802.48,802.48,0
14975,1629,2025-09-22,802.48,802.48,0
14976,1629,2025-10-22,802.48,802.48,0
14977,1629,2025-12-27,802.48,8.73,32
14978,1629,2025-12-26,802.48,802.48,0
14979,1630,2025-04-28,487.42,487.42,0
14980,1630,2025-05-27,487.42,487.42,0
14981,1630,2025-06-27,487.42,487.42,0
14982,1630,2025-07-25,487.42,487.42,0
14983,1630,2025-08-27,487.42,487.42,0
14984,1630,2025-09-23,487.42,487.42,0
14985,1630,2025-10-22,487.42,487.42,0
14986,1630,2025-11-26,487.42,487.42,0
14987,1630,2025-12-22,487.42,487.42,0
14988,1631,2026-02-12,291.21,31.89,143
14989,1631,2025-12-20,291.21,277.16,57
14990,1631,2025-11-26,291.21,291.21,0
14991,1631,2025-12-26,291.21,291.21,0
14992,1632,2024-11-28,420.45,420.45,0
14993,1632,2024-12-26,420.45,420.45,0
14994,1632,2025-01-25,420.45,420.45,0
14995,1632,2025-02-24,420.45,420.45,0
14996,1632,2025-03-26,420.45,420.45,0
14997,1632,2025-04-27,420.45,420.45,0
14998,1632,2025-05-24,420.45,420.45,0
14999,1632,2025-06-28,420.45,420.45,0
15000,1632,2025-07-24,420.45,420.45,0
15001,1632,2025-08-25,420.45,420.45,0
15002,1632,2025-09-28,420.45,420.45,0
15003,1632,2025-10-24,420.45,420.45,0
15004,1632,2025-11-25,420.45,420.45,0
15005,1632,2025-12-26,420.45,420.45,0
15006,1633,2024-10-23,218.76,218.76,0
15007,1633,2024-11-27,218.76,218.76,0
15008,1633,2024-12-27,218.76,218.76,0
15009,1633,2025-01-26,218.76,218.76,0
15010,1633,2025-03-30,218.76,56.3,33
15011,1633,2025-03-25,218.76,218.76,0
15012,1633,2025-04-22,218.76,218.76,0
15013,1633,2025-06-30,218.76,192.21,34
15014,1633,2025-06-26,218.76,218.76,0
15015,1633,2025-07-23,218.76,218.76,0
15016,1633,2025-08-23,218.76,218.76,0
15017,1633,2025-09-25,218.76,218.76,0
15018,1633,2025-10-22,218.76,218.76,0
15019,1633,2026-05-17,218.76,38.84,174
15020,1633,2025-12-27,218.76,218.76,0
15021,1635,2025-07-27,168.46,168.46,0
15022,1635,2025-09-05,168.46,156.26,14
15023,1635,2025-09-26,168.46,168.46,0
15024,1635,2025-10-24,168.46,168.46,0
15025,1635,2025-11-28,168.46,168.46,0
15026,1635,2025-12-22,168.46,168.46,0
15027,1636,2025-06-26,146.41,146.41,0
15028,1636,2025-07-27,146.41,146.41,0
15029,1636,2025-08-23,146.41,146.41,0
15030,1636,2025-09-26,146.41,146.41,0
15031,1636,2025-10-25,146.41,146.41,0
15032,1636,2025-11-28,146.41,146.41,0
15033,1636,2025-12-26,146.41,146.41,0
15034,1637,2025-08-26,250.3,250.3,0
15035,1637,2025-09-27,250.3,250.3,0
15036,1637,2025-10-26,250.3,250.3,0
15037,1637,2025-11-27,250.3,250.3,0
15038,1637,2025-12-23,250.3,250.3,0
15039,1638,2025-04-25,747.19,747.19,0
15040,1638,2025-05-28,747.19,747.19,0
15041,1638,2025-06-25,747.19,747.19,0
15042,1638,2025-07-27,747.19,747.19,0
15043,1638,2025-08-22,747.19,747.19,0
15044,1638,2025-09-24,747.19,747.19,0
15045,1638,2025-10-26,747.19,747.19,0
15046,1638,2025-11-28,747.19,747.19,0
15047,1638,2025-12-28,747.19,747.19,0
15048,1639,2024-03-23,187.25,187.25,0
15049,1639,2024-04-28,187.25,187.25,0
15050,1639,2024-05-24,187.25,187.25,0
15051,1639,2024-06-28,187.25,187.25,0
15052,1639,2024-07-23,187.25,187.25,0
15053,1639,2024-08-24,187.25,180.21,1
15054,1639,2024-09-23,187.25,187.25,0
15055,1639,2024-10-26,187.25,187.25,0
15056,1639,2025-05-04,187.25,12.56,159
15057,1639,2024-12-22,187.25,187.25,0
15058,1639,2025-01-24,187.25,187.25,0
15059,1639,2025-02-24,187.25,187.25,0
15060,1639,2025-06-18,187.25,159.73,87
15061,1639,2025-04-24,187.25,187.25,0
15062,1639,2025-05-22,187.25,187.25,0
15063,1639,2025-06-27,187.25,187.25,0
15064,1639,2025-07-26,187.25,187.25,0
15065,1639,2025-08-24,187.25,187.25,0
15066,1639,2025-09-28,187.25,187.25,0
15067,1639,2025-10-27,187.25,187.25,0
15068,1639,2025-11-22,187.25,187.25,0
15069,1639,2025-12-22,187.25,187.25,0
15070,1640,2025-01-26,402.27,402.27,0
15071,1640,2025-02-26,402.27,402.27,0
15072,1640,2025-03-28,402.27,402.27,0
15073,1640,2025-04-27,402.27,402.27,0
15074,1640,2025-05-25,402.27,402.27,0
15075,1640,2025-06-22,402.27,402.27,0
15076,1640,2025-07-23,402.27,402.27,0
15077,1640,2025-08-27,402.27,402.27,0
15078,1640,2025-09-26,402.27,402.27,0
15079,1640,2025-10-26,402.27,402.27,0
15080,1640,2025-11-27,402.27,402.27,0
15081,1640,2025-12-22,402.27,402.27,0
15082,1641,2025-01-22,320.77,320.77,0
15083,1641,2025-02-25,320.77,320.77,0
15084,1641,2025-05-27,320.77,284.04,63
15085,1641,2025-04-28,320.77,320.77,0
15086,1641,2025-05-24,320.77,320.77,0
15087,1641,2025-06-24,320.77,320.77,0
15088,1641,2025-07-23,320.77,320.77,0
15089,1641,2025-08-23,320.77,320.77,0
15090,1641,2025-09-27,320.77,320.77,0
15091,1641,2025-10-26,320.77,320.77,0
15092,1641,2025-11-23,320.77,320.77,0
15093,1641,2025-12-23,320.77,320.77,0
15094,1642,2025-06-28,367.93,367.93,0
15095,1642,2025-07-28,367.93,367.93,0
15096,1642,2025-08-22,367.93,367.93,0
15097,1642,2025-09-22,367.93,367.93,0
15098,1642,2025-10-24,367.93,367.93,0
15099,1642,2025-11-27,367.93,367.93,0
15100,1642,2026-03-21,367.93,336.86,87
15101,1643,2025-03-07,95.7,90.98,10
15102,1643,2025-03-28,95.7,95.7,0
15103,1643,2025-04-27,95.7,95.7,0
15104,1643,2025-05-24,95.7,95.7,0
15105,1643,2025-06-24,95.7,95.7,0
15106,1643,2025-07-24,95.7,95.7,0
15107,1643,2025-08-26,95.7,95.7,0
15108,1643,2025-09-25,95.7,95.7,0
15109,1643,2026-02-03,95.7,10.41,98
15110,1643,2025-11-24,95.7,95.7,0
15111,1643,2025-12-23,95.7,95.7,0
15112,1644,2024-12-24,120.62,120.62,0
15113,1644,2025-01-22,120.62,120.62,0
15114,1644,2025-02-23,120.62,120.62,0
15115,1644,2025-03-26,120.62,120.62,0
15116,1644,2025-04-27,120.62,120.62,0
15117,1644,2025-05-24,120.62,120.62,0
15118,1644,2025-06-28,120.62,120.62,0
15119,1644,2025-07-23,120.62,120.62,0
15120,1644,2025-08-25,120.62,120.62,0
15121,1644,2025-09-28,120.62,120.62,0
15122,1644,2025-10-24,120.62,120.62,0
15123,1644,2025-11-25,120.62,120.62,0
15124,1644,2025-12-24,120.62,120.62,0
15125,1645,2025-07-18,181.4,166.53,26
15126,1645,2025-07-26,181.4,181.4,0
15127,1645,2025-08-22,181.4,181.4,0
15128,1645,2025-09-22,181.4,181.4,0
15129,1645,2025-10-25,181.4,181.4,0
15130,1645,2025-11-28,181.4,181.4,0
15131,1645,2025-12-24,181.4,181.4,0
15132,1646,2024-10-23,200.95,200.95,0
15133,1646,2024-11-23,200.95,200.95,0
15134,1646,2024-12-22,200.95,200.95,0
15135,1646,2025-01-23,200.95,200.95,0
15136,1646,2025-02-24,200.95,200.95,0
15137,1646,2025-03-23,200.95,200.95,0
15138,1646,2025-04-28,200.95,200.95,0
15139,1646,2025-05-25,200.95,200.95,0
15140,1646,2025-06-28,200.95,200.95,0
15141,1646,2025-07-23,200.95,200.95,0
15142,1646,2025-08-25,200.95,200.95,0
15143,1646,2025-09-27,200.95,200.95,0
15144,1646,2025-10-22,200.95,200.95,0
15145,1646,2025-11-27,200.95,200.95,0
15146,1646,2025-12-25,200.95,200.95,0
15147,1647,2025-07-06,195.19,160.92,73
15148,1647,2025-09-07,195.19,24.91,107
15149,1647,2025-06-24,195.19,195.19,0
15150,1647,2025-07-22,195.19,195.19,0
15151,1647,2025-08-26,195.19,195.19,0
15152,1647,2025-09-22,195.19,195.19,0
15153,1647,2025-10-23,195.19,195.19,0
15154,1647,2025-11-26,195.19,195.19,0
15155,1647,2025-12-24,195.19,195.19,0
15156,1648,2025-07-23,425.76,425.76,0
15157,1648,2025-08-28,425.76,425.76,0
15158,1648,2025-09-26,425.76,425.76,0
15159,1648,2025-10-28,425.76,425.76,0
15160,1648,2025-11-23,425.76,425.76,0
15161,1648,2025-12-25,425.76,425.76,0
15162,1649,2025-11-22,97.66,97.66,0
15163,1649,2025-12-23,97.66,97.66,0
15164,1650,2025-01-23,100.78,100.78,0
15165,1650,2025-02-22,100.78,100.78,0
15166,1650,2025-04-14,100.78,93.24,17
15167,1650,2025-04-28,100.78,100.78,0
15168,1650,2025-05-24,100.78,100.78,0
15169,1650,2025-06-26,100.78,100.78,0
15170,1650,2025-07-27,100.78,100.78,0
15171,1650,2025-08-26,100.78,100.78,0
15172,1650,2025-12-19,100.78,98.4,86
15173,1650,2025-10-26,100.78,100.78,0
15174,1650,2025-11-22,100.78,100.78,0
15175,1650,2025-12-23,100.78,100.78,0
15176,1651,2025-04-23,175.53,175.53,0
15177,1651,2025-05-26,175.53,175.53,0
15178,1651,2025-06-23,175.53,175.53,0
15179,1651,2025-07-22,175.53,175.53,0
15180,1651,2025-10-07,175.53,167.72,44
15181,1651,2026-01-14,175.53,50.76,110
15182,1651,2025-10-26,175.53,175.53,0
15183,1651,2025-11-28,175.53,175.53,0
15184,1651,2025-12-25,175.53,175.53,0
15185,1652,2025-03-24,1034.91,1034.91,0
15186,1652,2025-04-28,1034.91,1034.91,0
15187,1652,2025-05-27,1034.91,1034.91,0
15188,1652,2025-06-24,1034.91,1034.91,0
15189,1652,2025-07-27,1034.91,1034.91,0
15190,1652,2025-10-01,1034.91,843.93,39
15191,1652,2025-09-26,1034.91,1034.91,0
15192,1652,2025-10-26,1034.91,1034.91,0
15193,1652,2025-11-22,1034.91,1034.91,0
15194,1652,2025-12-22,1034.91,1034.91,0
15195,1653,2025-07-23,123.78,123.78,0
15196,1653,2025-08-28,123.78,123.78,0
15197,1653,2025-09-27,123.78,123.78,0
15198,1653,2025-10-27,123.78,123.78,0
15199,1653,2025-11-23,123.78,123.78,0
15200,1653,2025-12-22,123.78,123.78,0
15201,1654,2024-01-25,184.97,184.97,0
15202,1654,2024-02-26,184.97,184.97,0
15203,1654,2024-03-28,184.97,184.97,0
15204,1654,2024-04-22,184.97,184.97,0
15205,1654,2024-05-27,184.97,184.97,0
15206,1654,2024-06-27,184.97,184.97,0
15207,1654,2024-07-23,184.97,184.97,0
15208,1654,2024-11-19,184.97,159.79,86
15209,1654,2024-09-26,184.97,184.97,0
15210,1654,2024-10-27,184.97,184.97,0
15211,1654,2024-11-25,184.97,184.97,0
15212,1654,2024-12-26,184.97,184.97,0
15213,1654,2025-01-28,184.97,184.97,0
15214,1654,2025-02-26,184.97,184.97,0
15215,1654,2025-03-28,184.97,184.97,0
15216,1654,2025-04-27,184.97,184.97,0
15217,1654,2025-05-27,184.97,184.97,0
15218,1654,2025-06-22,184.97,184.97,0
15219,1654,2025-07-26,184.97,184.97,0
15220,1654,2025-08-24,184.97,184.97,0
15221,1654,2025-09-28,184.97,184.97,0
15222,1654,2026-01-12,184.97,63.45,79
15223,1654,2025-11-22,184.97,184.97,0
15224,1654,2026-01-03,184.97,160.98,8
15225,1655,2024-02-28,250.43,250.43,0
15226,1655,2024-03-28,250.43,250.43,0
15227,1655,2024-04-22,250.43,250.43,0
15228,1655,2024-05-23,250.43,250.43,0
15229,1655,2024-06-22,250.43,250.43,0
15230,1655,2024-07-28,250.43,250.43,0
15231,1655,2024-08-25,250.43,250.43,0
15232,1655,2024-09-27,250.43,250.43,0
15233,1655,2024-10-22,250.43,250.43,0
15234,1655,2024-11-24,250.43,250.43,0
15235,1655,2025-02-06,250.43,224.04,41
15236,1655,2025-01-24,250.43,250.43,0
15237,1655,2025-02-23,250.43,250.43,0
15238,1655,2025-03-27,250.43,250.43,0
15239,1655,2025-04-28,250.43,250.43,0
15240,1655,2025-05-25,250.43,250.43,0
15241,1655,2025-06-24,250.43,250.43,0
15242,1655,2025-07-28,250.43,250.43,0
15243,1655,2025-08-23,250.43,250.43,0
15244,1655,2025-09-28,250.43,250.43,0
15245,1655,2025-10-28,250.43,250.43,0
15246,1655,2025-11-22,250.43,250.43,0
15247,1655,2025-12-22,250.43,250.43,0
15248,1656,2025-06-25,1839.92,1839.92,0
15249,1656,2025-08-24,1839.92,1550.01,30
15250,1656,2025-09-10,1839.92,1498.82,16
15251,1656,2025-09-23,1839.92,1839.92,0
15252,1656,2025-10-26,1839.92,1839.92,0
15253,1656,2025-11-28,1839.92,1839.92,0
15254,1656,2025-12-27,1839.92,1839.92,0
15255,1657,2025-07-25,244.05,244.05,0
15256,1657,2025-08-27,244.05,244.05,0
15257,1657,2025-09-28,244.05,244.05,0
15258,1657,2025-10-25,244.05,244.05,0
15259,1657,2025-11-25,244.05,244.05,0
15260,1657,2025-12-24,244.05,244.05,0
15261,1658,2025-08-22,195.17,195.17,0
15262,1658,2025-09-25,195.17,195.17,0
15263,1658,2025-12-01,195.17,184.67,38
15264,1658,2025-11-24,195.17,195.17,0
15265,1658,2025-12-24,195.17,195.17,0
15266,1659,2025-06-27,1242.43,1242.43,0
15267,1659,2025-10-02,1242.43,1221.0,68
15268,1659,2025-08-25,1242.43,1242.43,0
15269,1659,2025-09-23,1242.43,1242.43,0
15270,1659,2025-10-27,1242.43,1242.43,0
15271,1659,2025-11-27,1242.43,1242.43,0
15272,1659,2025-12-25,1242.43,1242.43,0
15273,1660,2025-07-23,88.63,88.63,0
15274,1660,2025-08-24,88.63,88.63,0
15275,1660,2025-09-26,88.63,88.63,0
15276,1660,2025-10-24,88.63,88.63,0
15277,1660,2025-11-26,88.63,88.63,0
15278,1660,2025-12-26,88.63,88.63,0
15279,1661,2025-09-28,114.53,114.53,0
15280,1661,2025-10-24,114.53,114.53,0
15281,1661,2025-11-27,114.53,114.53,0
15282,1661,2025-12-24,114.53,114.53,0
15283,1662,2025-04-22,271.25,271.25,0
15284,1662,2025-05-28,271.25,271.25,0
15285,1662,2025-06-24,271.25,271.25,0
15286,1662,2025-07-22,271.25,271.25,0
15287,1662,2025-08-22,271.25,271.25,0
15288,1662,2025-09-23,271.25,271.25,0
15289,1662,2025-10-25,271.25,271.25,0
15290,1662,2025-11-25,271.25,271.25,0
15291,1662,2026-03-20,271.25,232.13,86
15292,1663,2025-02-26,1028.18,1028.18,0
15293,1663,2025-03-22,1028.18,1028.18,0
15294,1663,2025-04-24,1028.18,1028.18,0
15295,1663,2025-05-23,1028.18,1028.18,0
15296,1663,2025-06-27,1028.18,1028.18,0
15297,1663,2025-07-27,1028.18,1028.18,0
15298,1663,2025-08-22,1028.18,1028.18,0
15299,1663,2025-09-28,1028.18,1028.18,0
15300,1663,2025-10-25,1028.18,1028.18,0
15301,1663,2025-12-08,1028.18,883.15,15
15302,1663,2026-01-27,1028.18,87.13,30
15303,1664,2025-06-26,593.16,593.16,0
15304,1664,2025-07-26,593.16,593.16,0
15305,1664,2025-08-25,593.16,593.16,0
15306,1664,2025-09-23,593.16,593.16,0
15307,1664,2025-10-28,593.16,593.16,0
15308,1664,2025-11-27,593.16,593.16,0
15309,1664,2025-12-23,593.16,593.16,0
15310,1666,2024-03-22,185.71,185.71,0
15311,1666,2024-04-24,185.71,185.71,0
15312,1666,2024-05-27,185.71,185.71,0
15313,1666,2024-06-22,185.71,185.71,0
15314,1666,2024-07-24,185.71,185.71,0
15315,1666,2024-08-27,185.71,185.71,0
15316,1666,2024-09-23,185.71,185.71,0
15317,1666,2024-10-25,185.71,185.71,0
15318,1666,2024-11-22,185.71,185.71,0
15319,1666,2024-12-28,185.71,185.71,0
15320,1666,2025-01-28,185.71,185.71,0
15321,1666,2025-02-22,185.71,185.71,0
15322,1666,2025-05-19,185.71,59.38,55
15323,1666,2025-09-03,185.71,30.28,129
15324,1666,2025-05-26,185.71,152.8,1
15325,1666,2025-06-22,185.71,185.71,0
15326,1666,2025-07-28,185.71,185.71,0
15327,1666,2025-08-28,185.71,185.71,0
15328,1666,2025-09-27,185.71,185.71,0
15329,1666,2025-10-28,185.71,185.71,0
15330,1666,2025-11-24,185.71,185.71,0
15331,1666,2025-12-27,185.71,185.71,0
15332,1667,2025-07-07,293.87,19.44,162
15333,1667,2025-02-23,293.87,293.87,0
15334,1667,2025-03-25,293.87,293.87,0
15335,1667,2025-04-25,293.87,293.87,0
15336,1667,2025-05-25,293.87,293.87,0
15337,1667,2025-07-04,293.87,247.98,8
15338,1667,2025-07-26,293.87,293.87,0
15339,1667,2025-08-25,293.87,293.87,0
15340,1667,2025-09-22,293.87,293.87,0
15341,1667,2025-10-23,293.87,293.87,0
15342,1667,2025-11-23,293.87,293.87,0
15343,1667,2025-12-23,293.87,293.87,0
15344,1668,2025-11-24,189.93,189.93,0
15345,1668,2025-12-27,189.93,189.93,0
15346,1669,2025-03-23,106.16,106.16,0
15347,1669,2025-04-27,106.16,106.16,0
15348,1669,2025-05-23,106.16,106.16,0
15349,1669,2025-06-25,106.16,106.16,0
15350,1669,2025-07-24,106.16,106.16,0
15351,1669,2025-08-23,106.16,106.16,0
15352,1669,2025-09-26,106.16,106.16,0
15353,1669,2025-10-28,106.16,106.16,0
15354,1669,2025-11-26,106.16,106.16,0
15355,1669,2025-12-24,106.16,106.16,0
15356,1670,2025-08-25,344.8,344.8,0
15357,1670,2025-09-25,344.8,344.8,0
15358,1670,2025-10-23,344.8,344.8,0
15359,1670,2025-11-26,344.8,344.8,0
15360,1670,2025-12-23,344.8,344.8,0
15361,1671,2025-06-22,328.56,328.56,0
15362,1671,2025-07-24,328.56,328.56,0
15363,1671,2025-08-25,328.56,328.56,0
15364,1671,2025-09-24,328.56,328.56,0
15365,1671,2025-10-28,328.56,328.56,0
15366,1671,2025-11-27,328.56,328.56,0
15367,1671,2025-12-23,328.56,328.56,0
15368,1672,2025-06-27,188.53,188.53,0
15369,1672,2025-07-25,188.53,188.53,0
15370,1672,2025-08-27,188.53,188.53,0
15371,1672,2025-12-11,188.53,177.0,74
15372,1672,2025-10-22,188.53,188.53,0
15373,1672,2025-11-25,188.53,188.53,0
15374,1672,2025-12-26,188.53,188.53,0
15375,1673,2024-02-28,62.82,62.82,0
