loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,term_months,issue_date,maturity_date,outstanding_balance,loan_status
1279,2345,14,Agriculture Loan,2590.22,9.22,36,2024-12-30,2027-12-30,1682.45,Current
1280,2347,12,Housing Loan,11958.49,9.89,108,2025-06-08,2034-06-08,11500.21,Current
1281,2352,11,Agriculture Loan,7701.54,11.44,36,2025-07-04,2028-07-04,6228.98,Current
1282,2353,11,Vehicle Loan,20619.81,10.05,36,2024-08-05,2027-08-05,11104.72,Current
1283,2355,12,Personal Loan,14471.41,16.19,12,2024-11-01,2025-11-01,0.0,Closed
1284,2359,18,Vehicle Loan,12331.06,10.32,24,2024-05-30,2026-05-30,2526.51,Current
1285,2361,2,Vehicle Loan,3713.26,10.89,60,2024-12-31,2029-12-31,2823.07,Current
1286,2362,3,Housing Loan,28386.62,9.25,168,2025-02-19,2039-02-19,25462.25,Non-Performing
1287,2366,11,Agriculture Loan,1983.91,12.46,12,2025-08-15,2026-08-15,1306.19,Non-Performing
1288,2370,2,Personal Loan,5863.89,13.46,60,2025-03-26,2030-03-26,4880.37,Current
1289,2371,8,Vehicle Loan,4313.51,14.26,48,2025-05-06,2029-05-06,3549.73,Current
1290,2372,6,Vehicle Loan,10107.4,10.23,60,2025-06-26,2030-06-26,9040.43,Non-Performing
1291,2373,3,Personal Loan,14745.65,17.34,12,2025-12-15,2026-12-15,14193.85,Current
1292,2376,16,Housing Loan,90310.41,10.66,60,2025-06-13,2030-06-13,85240.69,Current
1293,2378,16,Vehicle Loan,4529.69,14.35,36,2025-09-26,2028-09-26,4236.59,Current
1294,2379,8,Housing Loan,26194.99,9.95,168,2025-09-25,2039-09-25,26624.05,Current
1295,2380,5,Vehicle Loan,4849.07,14.87,24,2024-07-11,2026-07-11,1375.27,Current
1296,2381,12,Housing Loan,29354.57,8.94,60,2025-12-11,2030-12-11,30495.28,Current
1297,2383,10,Vehicle Loan,6473.96,10.94,24,2025-05-24,2027-05-24,4498.65,Past Due
1298,2386,4,Vehicle Loan,5126.64,14.76,24,2025-01-08,2027-01-08,2794.88,Current
1299,2388,8,Housing Loan,15904.5,10.24,144,2026-01-10,2038-01-10,16191.23,Current
1300,2393,4,Vehicle Loan,25635.31,13.4,24,2024-11-18,2026-11-18,11673.23,Current
1301,2395,3,Personal Loan,13272.3,12.12,36,2025-06-21,2028-06-21,11365.32,Current
1302,2396,2,Vehicle Loan,8379.47,10.07,48,2025-09-09,2029-09-09,7480.09,Past Due
1303,2398,1,Personal Loan,12260.1,15.61,48,2025-05-13,2029-05-13,10926.19,Current
1304,2399,4,SME Loan,21079.53,13.88,60,2025-06-05,2030-06-05,19730.92,Current
1305,2401,3,Housing Loan,59632.48,10.34,156,2025-04-27,2038-04-27,57546.65,Current
1306,2402,3,Personal Loan,8082.02,15.04,48,2025-03-28,2029-03-28,6441.66,Non-Performing
1307,2405,2,Vehicle Loan,10341.79,10.09,24,2024-08-13,2026-08-13,3421.0,Current
1308,2407,14,Vehicle Loan,22845.27,10.56,48,2025-07-10,2029-07-10,19450.34,Current
1309,2408,4,Vehicle Loan,5325.45,12.47,60,2026-01-01,2031-01-01,5545.32,Non-Performing
1310,2409,14,Agriculture Loan,3279.64,10.52,36,2025-06-02,2028-06-02,2653.76,Current
1311,2411,2,Personal Loan,7777.32,13.65,12,2024-10-19,2025-10-19,0.0,Closed
1312,2412,13,Housing Loan,26928.97,11.12,216,2025-03-20,2043-03-20,26131.93,Defaulted
1313,2414,11,Personal Loan,2467.54,16.23,48,2025-05-03,2029-05-03,1994.52,Current
1314,2417,2,Vehicle Loan,12103.53,12.87,24,2023-09-22,2025-09-22,0.0,Closed
1315,2418,13,Vehicle Loan,8772.33,12.17,48,2025-06-22,2029-06-22,7331.72,Past Due
1316,2420,15,Vehicle Loan,17174.63,10.64,48,2025-04-03,2029-04-03,13610.02,Current
1317,2422,14,SME Loan,63661.07,15.4,72,2025-03-27,2031-03-27,56597.47,Current
1318,2423,1,Vehicle Loan,28110.81,13.08,24,2025-04-11,2027-04-11,17962.35,Current
1319,2425,12,Vehicle Loan,6219.39,13.91,24,2024-01-17,2026-01-17,250.63,Current
1320,2427,10,Housing Loan,27368.52,11.63,240,2025-07-24,2045-07-24,26745.78,Past Due
1321,2428,5,Vehicle Loan,6865.82,13.26,60,2024-03-18,2029-03-18,4268.82,Current
1322,2430,1,SME Loan,34458.86,12.09,36,2025-02-19,2028-02-19,26023.93,Past Due
1323,2431,8,Vehicle Loan,5673.93,13.86,24,2025-05-29,2027-05-29,3976.47,Current
1324,2434,1,Personal Loan,1275.22,17.55,24,2023-10-20,2025-10-20,0.0,Closed
1325,2436,9,Agriculture Loan,5865.43,9.37,48,2025-07-01,2029-07-01,5141.79,Past Due
1326,2438,5,Housing Loan,120233.84,10.52,108,2024-06-06,2033-06-06,97344.5,Non-Performing
1327,2439,17,Vehicle Loan,7685.99,12.0,36,2026-01-29,2029-01-29,7896.35,Current
1328,2440,18,Vehicle Loan,11339.75,13.88,24,2025-06-29,2027-06-29,8446.25,Current
1329,2443,16,Agriculture Loan,3022.55,11.87,24,2024-10-13,2026-10-13,1250.38,Past Due
1330,2445,16,Personal Loan,12804.35,13.37,24,2025-12-07,2027-12-07,13100.08,Current
1331,2448,7,Housing Loan,36199.44,8.47,144,2025-01-01,2037-01-01,34071.69,Current
1332,2450,5,Personal Loan,7886.5,12.85,60,2024-10-16,2029-10-16,6153.57,Non-Performing
1333,2452,5,Housing Loan,26425.29,9.76,168,2025-08-25,2039-08-25,26267.76,Current
1334,2453,4,Vehicle Loan,10714.77,14.28,48,2025-04-20,2029-04-20,9366.44,Current
1335,2456,6,Vehicle Loan,14197.7,14.46,60,2025-05-19,2030-05-19,12959.4,Past Due
1336,2459,3,Vehicle Loan,7088.62,12.49,48,2026-01-04,2030-01-04,7248.0,Current
1337,2461,6,Vehicle Loan,14729.23,11.68,60,2025-12-28,2030-12-28,14664.43,Current
1338,2462,10,SME Loan,40242.07,14.21,60,2025-06-26,2030-06-26,36663.79,Current
1339,2462,10,Housing Loan,120169.9,8.72,180,2024-07-07,2039-07-07,105912.33,Current
1340,2464,8,Personal Loan,4076.76,16.5,36,2025-02-10,2028-02-10,3041.8,Past Due
1341,2467,7,Agriculture Loan,10420.47,13.14,36,2025-04-20,2028-04-20,8408.59,Current
1342,2468,18,Vehicle Loan,5277.65,13.88,24,2026-01-19,2028-01-19,5332.99,Past Due
1343,2471,9,Personal Loan,19706.11,16.02,12,2025-06-15,2026-06-15,9902.63,Current
1344,2474,3,Agriculture Loan,5658.91,11.49,48,2023-10-11,2027-10-11,2477.66,Current
1345,2475,17,Housing Loan,40167.77,8.69,168,2024-05-19,2038-05-19,37358.6,Defaulted
1346,2483,4,SME Loan,41176.1,10.21,36,2025-01-31,2028-01-31,28490.05,Current
1347,2485,8,Vehicle Loan,24557.21,13.95,60,2025-05-15,2030-05-15,21727.98,Current
1348,2487,18,SME Loan,37606.71,10.96,24,2025-02-20,2027-02-20,21232.78,Current
1349,2488,18,Housing Loan,21929.2,9.94,216,2025-03-13,2043-03-13,21406.72,Current
1350,2492,1,Vehicle Loan,15198.1,11.25,48,2025-09-01,2029-09-01,13281.51,Current
1351,2493,9,Housing Loan,33996.45,10.34,192,2026-01-12,2042-01-12,33916.72,Current
1352,2495,4,SME Loan,29606.15,12.79,72,2025-02-21,2031-02-21,26741.75,Current
1353,2497,11,Personal Loan,10713.69,13.05,12,2023-06-26,2024-06-26,0.0,Closed
1354,2498,8,Vehicle Loan,9113.01,12.8,60,2025-12-29,2030-12-29,9448.62,Current
1355,2499,3,Personal Loan,10465.0,15.57,12,2025-03-27,2026-03-27,2561.56,Current
1356,2500,13,Housing Loan,52407.77,9.56,228,2024-06-21,2043-06-21,46346.46,Current
1357,2504,16,Housing Loan,22948.82,9.42,240,2026-01-27,2046-01-27,22788.27,Current
1358,2507,11,Vehicle Loan,3881.14,13.06,60,2025-02-12,2030-02-12,3173.77,Current
1359,2508,3,Personal Loan,10542.17,14.07,12,2023-08-12,2024-08-12,0.0,Closed
1360,2510,11,Vehicle Loan,19488.36,14.03,24,2024-07-31,2026-07-31,5431.0,Past Due
1361,2513,4,Personal Loan,12634.71,14.52,36,2025-12-10,2028-12-10,13135.01,Current
1362,2518,1,Housing Loan,22041.06,11.05,132,2025-04-25,2036-04-25,20224.07,Current
1363,2519,10,Personal Loan,2717.66,16.17,48,2025-08-14,2029-08-14,2570.43,Current
1364,2521,5,Vehicle Loan,6091.92,11.16,60,2025-03-29,2030-03-29,4974.02,Past Due
1365,2527,4,Agriculture Loan,1616.8,13.25,36,2025-09-26,2028-09-26,1451.19,Current
1366,2529,4,Personal Loan,2831.4,17.77,48,2025-05-19,2029-05-19,2322.74,Current
1367,2530,6,Personal Loan,4662.92,14.42,24,2025-02-20,2027-02-20,2768.32,Current
1368,2534,16,Personal Loan,9563.22,15.91,48,2025-06-29,2029-06-29,8465.79,Current
1369,2535,18,Vehicle Loan,3994.47,12.64,60,2025-03-09,2030-03-09,3325.91,Current
1370,2536,2,Housing Loan,85640.35,11.58,228,2025-03-01,2044-03-01,83726.43,Current
1371,2537,5,Housing Loan,28573.01,8.5,240,2025-03-04,2045-03-04,28529.21,Current
1372,2539,16,Housing Loan,117819.21,11.75,144,2024-10-17,2036-10-17,105964.7,Current
1373,2541,9,Vehicle Loan,8019.3,13.78,24,2025-05-21,2027-05-21,5711.61,Current
1374,2543,4,Vehicle Loan,11773.05,14.82,24,2024-05-20,2026-05-20,2455.97,Non-Performing
1375,2546,13,Vehicle Loan,17401.85,12.76,36,2025-04-23,2028-04-23,13681.03,Current
1376,2547,18,Vehicle Loan,12265.03,12.66,24,2025-10-28,2027-10-28,10986.74,Current
1377,2548,17,Housing Loan,24749.97,8.89,192,2025-07-20,2041-07-20,23526.71,Past Due
1378,2551,3,Housing Loan,82803.96,11.39,84,2025-01-30,2032-01-30,72270.3,Past Due
1379,2554,5,Vehicle Loan,3901.98,14.4,24,2025-06-04,2027-06-04,2848.86,Current
1380,2555,15,Personal Loan,6959.74,15.39,60,2026-01-04,2031-01-04,6812.55,Defaulted
1381,2556,7,Vehicle Loan,9075.13,12.02,48,2024-05-05,2028-05-05,5523.9,Non-Performing
1382,2558,18,Personal Loan,5586.72,16.3,36,2024-03-21,2027-03-21,2429.46,Current
1383,2559,2,Housing Loan,31904.55,10.12,240,2023-09-04,2043-09-04,28057.54,Current
1384,2562,5,Vehicle Loan,15375.62,13.69,24,2024-09-14,2026-09-14,5988.7,Current
1385,2563,5,Vehicle Loan,7233.19,10.67,36,2025-06-22,2028-06-22,5917.53,Current
1386,2564,12,SME Loan,29719.66,11.54,60,2025-06-29,2030-06-29,26952.99,Current
1387,2565,18,Housing Loan,19445.58,9.38,96,2025-10-07,2033-10-07,18884.01,Current
1388,2569,9,Personal Loan,12851.96,13.96,60,2025-09-17,2030-09-17,11700.08,Current
1389,2570,13,Vehicle Loan,17848.04,13.29,60,2025-06-29,2030-06-29,15760.17,Defaulted
1390,2572,3,Vehicle Loan,3171.67,14.34,36,2025-04-15,2028-04-15,2510.79,Current
1391,2573,15,Vehicle Loan,10053.48,10.26,60,2025-06-17,2030-06-17,9373.04,Current
1392,2578,13,Personal Loan,2849.27,16.8,48,2024-04-04,2028-04-04,1584.38,Current
1393,2579,7,Personal Loan,3168.1,14.55,24,2025-12-29,2027-12-29,3124.71,Current
1394,2584,5,Housing Loan,29756.1,10.71,216,2025-10-22,2043-10-22,29051.02,Current
1395,2585,14,Agriculture Loan,2952.18,12.95,48,2025-01-13,2029-01-13,2383.71,Past Due
1396,2590,11,Personal Loan,7242.3,13.96,12,2024-08-08,2025-08-08,0.0,Closed
1397,2592,4,SME Loan,21638.45,10.29,36,2025-11-04,2028-11-04,20293.3,Current
1398,2594,2,Personal Loan,4154.77,12.21,60,2025-04-19,2030-04-19,3516.31,Current
1399,2596,18,Vehicle Loan,12175.44,14.14,60,2025-05-16,2030-05-16,10999.93,Current
1400,2597,2,Vehicle Loan,21189.88,13.54,60,2025-04-20,2030-04-20,18379.33,Current
1401,2601,6,Personal Loan,8797.89,12.11,24,2025-10-20,2027-10-20,7714.7,Current
1402,2603,18,Housing Loan,13206.04,9.41,96,2025-10-28,2033-10-28,13138.83,Current
1403,2606,2,Agriculture Loan,3511.61,9.83,12,2025-03-15,2026-03-15,892.67,Current
1404,2607,10,Personal Loan,7486.79,12.98,12,2025-05-10,2026-05-10,3003.63,Current
1405,2610,2,Housing Loan,31848.17,8.62,72,2025-12-25,2031-12-25,31455.49,Current
1406,2612,2,Housing Loan,22049.24,8.31,180,2025-05-22,2040-05-22,20753.82,Current
1407,2615,3,Housing Loan,25448.33,11.98,156,2025-12-09,2038-12-09,25681.85,Current
1408,2619,18,Personal Loan,7993.82,16.76,60,2024-11-01,2029-11-01,6325.75,Current
1409,2620,11,Vehicle Loan,8331.26,11.25,36,2026-01-04,2029-01-04,8564.96,Current
1410,2621,10,Vehicle Loan,16723.35,10.25,36,2025-05-02,2028-05-02,12707.16,Current
1411,2624,7,Personal Loan,6308.34,13.72,48,2025-07-30,2029-07-30,5755.04,Current
1412,2625,4,Personal Loan,4462.3,13.91,48,2025-09-25,2029-09-25,4000.39,Current
1413,2626,10,SME Loan,24017.91,10.76,36,2024-10-03,2027-10-03,14156.58,Current
1414,2627,7,Vehicle Loan,3984.2,11.42,60,2024-09-01,2029-09-01,2842.44,Past Due
1415,2628,8,Vehicle Loan,10021.1,10.82,48,2025-02-15,2029-02-15,8115.27,Non-Performing
1416,2631,6,Housing Loan,19709.0,11.84,240,2025-04-06,2045-04-06,18594.31,Past Due
1417,2632,3,Vehicle Loan,18623.88,11.14,60,2024-07-13,2029-07-13,12914.42,Current
1418,2633,18,Personal Loan,4689.69,12.08,24,2025-11-22,2027-11-22,4427.5,Current
1419,2634,16,Housing Loan,32653.88,8.6,216,2025-03-01,2043-03-01,32169.75,Defaulted
1420,2637,14,SME Loan,37921.48,12.49,24,2025-05-21,2027-05-21,26802.3,Current
1421,2637,14,Housing Loan,59060.17,10.45,108,2025-05-24,2034-05-24,56318.41,Current
1422,2639,2,Housing Loan,21102.77,11.87,132,2025-03-31,2036-03-31,18969.13,Current
1423,2640,2,Personal Loan,5854.57,15.11,36,2025-05-04,2028-05-04,4701.67,Current
1424,2643,10,Agriculture Loan,3336.33,13.62,36,2024-09-14,2027-09-14,2007.1,Current
1425,2644,6,Agriculture Loan,1290.2,9.64,12,2024-10-13,2025-10-13,0.0,Closed
1426,2645,3,Vehicle Loan,3231.16,12.99,24,2025-01-16,2027-01-16,1743.01,Current
1427,2646,1,Vehicle Loan,6016.13,10.7,36,2024-12-23,2027-12-23,3945.34,Current
1428,2648,13,Vehicle Loan,18508.47,14.36,48,2025-12-09,2029-12-09,17858.14,Defaulted
1429,2650,14,Vehicle Loan,11823.21,10.83,36,2025-12-31,2028-12-31,12031.13,Current
1430,2651,17,Personal Loan,13022.94,13.13,12,2025-04-17,2026-04-17,4365.02,Non-Performing
1431,2654,10,Vehicle Loan,5080.51,14.71,60,2025-06-26,2030-06-26,4398.9,Current
1432,2657,11,Vehicle Loan,3006.27,10.37,48,2025-06-28,2029-06-28,2688.63,Non-Performing
1433,2658,11,Housing Loan,135968.47,9.35,156,2025-04-04,2038-04-04,125833.85,Current
1434,2659,7,SME Loan,26152.95,11.69,48,2024-05-22,2028-05-22,16101.2,Current
1435,2663,14,Personal Loan,9093.98,16.5,12,2026-01-06,2027-01-06,8687.71,Past Due
1436,2664,3,Agriculture Loan,7470.48,11.12,24,2025-04-29,2027-04-29,5097.03,Current
1437,2665,12,Vehicle Loan,3772.72,14.08,36,2025-02-10,2028-02-10,2599.1,Current
1438,2666,9,Housing Loan,28247.9,8.61,60,2025-06-18,2030-06-18,25737.85,Current
1439,2667,4,Vehicle Loan,16310.34,13.49,48,2026-01-15,2030-01-15,16914.83,Current
1440,2669,1,Personal Loan,12253.0,12.16,48,2024-10-03,2028-10-03,8308.79,Current
1441,2673,2,Personal Loan,4564.34,15.11,24,2024-11-17,2026-11-17,2172.66,Current
1442,2674,1,Housing Loan,12790.88,8.01,228,2025-03-31,2044-03-31,12897.25,Current
1443,2675,6,Vehicle Loan,9865.93,11.77,36,2025-03-03,2028-03-03,7175.08,Current
1444,2676,2,Vehicle Loan,9807.03,14.3,48,2023-10-04,2027-10-04,4108.58,Current
1445,2681,1,Vehicle Loan,3156.64,10.3,24,2025-04-07,2027-04-07,2104.18,Current
1446,2685,18,Vehicle Loan,21628.17,12.14,48,2025-04-11,2029-04-11,18184.33,Current
1447,2686,18,SME Loan,67584.46,10.8,60,2025-12-13,2030-12-13,64958.83,Current
1448,2688,1,Agriculture Loan,7426.33,12.6,48,2025-06-20,2029-06-20,6460.01,Current
1449,2689,16,Housing Loan,27140.34,9.73,192,2026-01-28,2042-01-28,27393.18,Current
1450,2691,4,Housing Loan,34003.99,11.61,156,2025-01-19,2038-01-19,30718.27,Current
1451,2692,9,Personal Loan,21158.2,16.58,36,2025-06-29,2028-06-29,18464.42,Current
1452,2693,18,Personal Loan,4507.52,12.68,60,2025-08-24,2030-08-24,4375.74,Current
1453,2694,18,Personal Loan,6395.14,13.64,60,2024-07-23,2029-07-23,4394.97,Past Due
1454,2695,12,Vehicle Loan,3784.75,14.97,36,2025-10-14,2028-10-14,3623.96,Current
1455,2696,15,Personal Loan,2233.55,12.02,48,2024-05-29,2028-05-29,1386.89,Current
1456,2697,18,Vehicle Loan,14484.45,10.73,36,2025-04-10,2028-04-10,11091.61,Current
1457,2700,8,Personal Loan,16863.38,13.26,60,2025-06-28,2030-06-28,15446.95,Current
1458,2701,16,Vehicle Loan,5975.35,12.44,24,2025-02-15,2027-02-15,3629.24,Defaulted
1459,2703,5,Housing Loan,11304.88,9.62,96,2025-04-18,2033-04-18,10448.76,Current
1460,2704,5,Housing Loan,21663.02,9.69,216,2025-06-18,2043-06-18,20457.07,Current
1461,2705,5,Agriculture Loan,2816.05,12.28,36,2024-12-13,2027-12-13,1861.83,Current
1462,2707,10,Personal Loan,23605.21,16.33,48,2025-05-12,2029-05-12,20074.66,Current
1463,2708,8,Personal Loan,5107.86,14.85,48,2025-01-20,2029-01-20,3857.16,Non-Performing
1464,2709,8,Agriculture Loan,2646.79,10.82,48,2025-09-25,2029-09-25,2572.64,Defaulted
1465,2712,3,Housing Loan,74004.22,10.38,108,2025-03-31,2034-03-31,65801.84,Current
1466,2713,12,Housing Loan,56657.89,11.38,240,2025-07-10,2045-07-10,57213.57,Current
1467,2715,18,Vehicle Loan,4703.07,12.52,24,2025-01-13,2027-01-13,2440.48,Current
1468,2719,18,Vehicle Loan,13967.19,11.76,24,2025-03-11,2027-03-11,8920.58,Current
1469,2722,7,Vehicle Loan,9699.82,12.74,48,2025-12-28,2029-12-28,9265.37,Current
1470,2725,17,Housing Loan,23501.19,11.43,216,2024-03-06,2042-03-06,21817.72,Non-Performing
1471,2728,5,Personal Loan,9964.19,15.48,48,2025-12-22,2029-12-22,9755.4,Current
1472,2730,1,Personal Loan,6652.46,13.86,12,2025-10-21,2026-10-21,5329.98,Current
1473,2731,5,Housing Loan,14307.02,10.68,180,2025-10-13,2040-10-13,13864.76,Current
1474,2732,6,Vehicle Loan,4198.27,10.35,36,2025-06-22,2028-06-22,3530.1,Current
1475,2734,18,Personal Loan,8823.52,13.34,48,2025-01-02,2029-01-02,6716.24,Current
1476,2735,3,Vehicle Loan,4334.81,11.73,24,2025-04-13,2027-04-13,2898.56,Current
1477,2738,7,SME Loan,35708.82,13.79,60,2025-10-03,2030-10-03,35264.84,Current
1478,2739,14,Agriculture Loan,3705.75,12.35,48,2026-01-07,2030-01-07,3582.18,Current
1479,2741,7,Vehicle Loan,16923.73,13.51,60,2025-03-29,2030-03-29,14544.57,Current
1480,2742,1,Vehicle Loan,34906.33,14.82,60,2025-06-09,2030-06-09,31372.33,Current
1481,2744,2,Housing Loan,17480.97,8.19,240,2025-09-24,2045-09-24,17753.47,Current
1482,2746,5,Housing Loan,35391.0,9.88,180,2024-11-17,2039-11-17,31609.49,Current
1483,2747,6,Agriculture Loan,7146.32,10.33,24,2025-07-02,2027-07-02,5586.52,Current
1484,2748,15,Housing Loan,41101.61,11.43,228,2025-05-13,2044-05-13,39768.7,Current
1485,2749,6,Housing Loan,24046.12,8.7,120,2024-04-29,2034-04-29,19773.39,Past Due
1486,2751,6,Housing Loan,30189.94,8.89,120,2025-12-19,2035-12-19,30286.93,Non-Performing
1487,2756,1,Vehicle Loan,8198.77,11.76,48,2025-07-09,2029-07-09,7136.63,Current
1488,2759,15,Housing Loan,39797.12,9.51,156,2025-05-16,2038-05-16,38468.28,Current
1489,2761,3,Vehicle Loan,15507.6,14.75,60,2024-11-06,2029-11-06,11422.54,Past Due
1490,2762,12,Personal Loan,4618.41,12.92,36,2024-07-15,2027-07-15,2355.54,Current
1491,2763,8,Housing Loan,51713.03,9.53,216,2025-10-02,2043-10-02,50775.98,Current
1492,2764,14,Vehicle Loan,11280.86,13.57,24,2025-11-09,2027-11-09,10926.19,Past Due
1493,2767,18,Personal Loan,4257.17,17.91,48,2025-09-06,2029-09-06,4057.98,Defaulted
1494,2769,3,Housing Loan,15117.33,10.8,192,2025-06-20,2041-06-20,14423.85,Current
1495,2775,8,Vehicle Loan,27227.51,10.7,36,2025-03-04,2028-03-04,20442.28,Defaulted
1496,2776,1,Vehicle Loan,6395.73,12.7,48,2025-12-17,2029-12-17,6233.22,Current
1497,2779,2,Vehicle Loan,5249.95,12.62,36,2025-02-12,2028-02-12,3633.46,Defaulted
1498,2784,7,SME Loan,50954.96,14.6,48,2025-12-24,2029-12-24,52248.12,Current
1499,2785,3,Personal Loan,12056.51,16.32,60,2024-12-30,2029-12-30,9910.16,Current
1500,2788,7,Personal Loan,3895.69,13.44,12,2023-10-25,2024-10-25,0.0,Closed
1501,2789,17,Agriculture Loan,3214.55,10.17,36,2026-01-10,2029-01-10,3150.47,Current
1502,2790,8,Housing Loan,38933.11,11.75,228,2025-04-01,2044-04-01,38731.37,Current
1503,2791,5,Housing Loan,39383.65,8.24,204,2025-10-19,2042-10-19,39454.53,Current
1504,2793,7,Vehicle Loan,8350.72,14.95,24,2025-12-22,2027-12-22,8130.19,Non-Performing
1505,2795,2,Vehicle Loan,9007.15,10.26,60,2025-02-27,2030-02-27,7171.2,Defaulted
1506,2798,5,Vehicle Loan,14375.48,11.09,60,2025-12-12,2030-12-12,13687.35,Current
1507,2801,10,Personal Loan,3112.84,14.07,24,2025-06-18,2027-06-18,2397.67,Current
1508,2802,18,Housing Loan,43698.65,11.47,144,2024-07-15,2036-07-15,38839.98,Current
1509,2806,6,Housing Loan,36500.55,10.81,72,2025-11-02,2031-11-02,36134.87,Current
1510,2807,2,Housing Loan,21340.48,8.36,84,2024-08-02,2031-08-02,16780.24,Non-Performing
1511,2809,5,Housing Loan,26159.88,10.04,60,2024-10-10,2029-10-10,20646.04,Current
1512,2810,3,Vehicle Loan,24924.57,14.82,24,2023-11-18,2025-11-18,0.0,Closed
1513,2811,1,Personal Loan,9439.41,12.26,12,2025-03-06,2026-03-06,1650.32,Current
1514,2812,1,Housing Loan,78010.88,11.51,228,2024-12-10,2043-12-10,75877.4,Current
1515,2813,5,Personal Loan,7600.15,12.44,48,2025-05-21,2029-05-21,6357.27,Current
1516,2814,7,Agriculture Loan,6812.28,10.94,24,2024-10-01,2026-10-01,2464.2,Current
1517,2815,11,Personal Loan,7215.02,15.6,12,2025-02-28,2026-02-28,1154.81,Current
1518,2816,8,Vehicle Loan,3176.65,12.15,36,2026-01-03,2029-01-03,3218.42,Current
1519,2817,6,Agriculture Loan,7590.56,9.36,36,2025-05-22,2028-05-22,5930.71,Non-Performing
1520,2820,4,Personal Loan,6309.44,15.98,60,2025-08-10,2030-08-10,5698.27,Current
1521,2823,13,Personal Loan,15210.79,14.88,36,2025-12-06,2028-12-06,15035.0,Current
1522,2825,3,Vehicle Loan,5271.05,11.94,48,2025-07-23,2029-07-23,4578.92,Current
1523,2826,15,SME Loan,47675.37,15.39,24,2025-05-28,2027-05-28,32432.48,Past Due
1524,2828,10,Agriculture Loan,1179.45,13.9,12,2025-05-15,2026-05-15,502.21,Current
1525,2829,16,Personal Loan,10370.64,17.96,36,2024-11-21,2027-11-21,6852.36,Current
1526,2831,1,Personal Loan,7286.44,17.7,60,2024-02-22,2029-02-22,4537.45,Current
1527,2832,4,Personal Loan,13913.96,17.58,60,2023-07-17,2028-07-17,6838.41,Current
1528,2833,7,Housing Loan,12048.13,8.46,144,2025-03-07,2037-03-07,11162.5,Current
1529,2834,9,Housing Loan,40259.06,9.02,84,2025-12-03,2032-12-03,41679.31,Current
1530,2837,12,Personal Loan,3375.5,14.47,48,2024-12-22,2028-12-22,2606.71,Current
1531,2840,8,SME Loan,29311.0,10.42,72,2025-08-31,2031-08-31,28212.08,Current
1532,2841,9,Housing Loan,16500.29,10.84,60,2025-05-14,2030-05-14,13865.39,Current
1533,2844,3,Vehicle Loan,7131.07,10.86,60,2024-10-26,2029-10-26,5567.19,Current
1534,2848,4,Personal Loan,20709.35,15.08,60,2025-06-17,2030-06-17,18680.9,Current
1535,2850,3,Vehicle Loan,5296.61,10.43,36,2025-06-29,2028-06-29,4216.24,Non-Performing
1536,2852,9,Personal Loan,6322.8,13.87,48,2025-08-02,2029-08-02,5640.84,Current
1537,2855,2,Vehicle Loan,4939.42,12.54,48,2025-02-28,2029-02-28,4054.8,Current
1538,2856,7,Personal Loan,8383.14,16.41,12,2024-09-17,2025-09-17,0.0,Closed
1539,2858,5,Housing Loan,41970.34,11.8,180,2025-07-19,2040-07-19,39588.18,Current
1540,2862,12,Vehicle Loan,10919.9,13.47,24,2025-10-24,2027-10-24,10165.48,Current
1541,2864,9,Vehicle Loan,20547.02,11.01,36,2024-11-20,2027-11-20,13624.18,Current
1542,2866,8,Vehicle Loan,27325.31,14.17,36,2025-05-18,2028-05-18,22008.78,Current
1543,2867,12,Housing Loan,44020.2,10.7,204,2025-04-04,2042-04-04,41942.49,Current
1544,2868,10,Housing Loan,18240.68,8.41,132,2024-12-12,2035-12-12,16728.07,Current
1545,2869,11,Housing Loan,26444.63,10.24,180,2025-11-12,2040-11-12,25775.15,Current
1546,2870,2,Personal Loan,13132.46,12.56,60,2025-04-02,2030-04-02,11104.84,Non-Performing
1547,2871,11,Housing Loan,19664.72,11.2,228,2025-01-18,2044-01-18,19505.43,Current
1548,2873,10,Agriculture Loan,6145.41,11.31,48,2025-01-15,2029-01-15,4944.8,Current
1549,2876,10,Personal Loan,10057.54,13.03,36,2025-06-21,2028-06-21,8737.36,Current
1550,2877,5,Vehicle Loan,7220.65,11.17,36,2025-04-09,2028-04-09,5342.09,Current
1551,2878,13,Personal Loan,21618.32,17.21,12,2024-08-09,2025-08-09,0.0,Closed
1552,2880,6,Vehicle Loan,5374.41,12.82,48,2024-08-27,2028-08-27,3672.81,Current
1553,2881,2,Housing Loan,21600.99,11.06,156,2024-10-16,2037-10-16,19118.72,Current
1554,2883,7,Agriculture Loan,3334.9,11.96,12,2025-03-25,2026-03-25,825.09,Non-Performing
1555,2885,16,Vehicle Loan,12453.3,11.03,60,2025-02-22,2030-02-22,10669.49,Non-Performing
1556,2891,5,Personal Loan,2794.92,15.83,36,2025-11-28,2028-11-28,2712.7,Current
1557,2892,11,Agriculture Loan,6471.74,9.15,48,2025-06-07,2029-06-07,5633.64,Current
1558,2894,9,SME Loan,18628.56,14.29,84,2023-09-22,2030-09-22,12697.1,Current
1559,2898,10,Housing Loan,31900.99,8.9,72,2025-12-19,2031-12-19,32238.28,Past Due
1560,2899,17,Housing Loan,94276.33,9.11,144,2025-06-14,2037-06-14,90601.89,Current
