snapshot_date,customer_id,account_balance,total_loan_balance,credit_score,risk_category
2025-03-01,4611,3428.09,0.0,630,Medium Risk
2025-03-01,4612,1050.13,0.0,690,Low Risk
2025-03-01,4613,1855.25,1561.52,588,Medium Risk
2025-03-01,4614,4687.17,0.0,679,Low Risk
2025-03-01,4616,3179.79,6707.92,747,Low Risk
2025-03-01,4617,843.37,0.0,467,High Risk
2025-03-01,4618,3393.38,0.0,767,Very Low Risk
2025-03-01,4622,17187.98,0.0,732,Low Risk
2025-03-01,4623,616.99,0.0,698,Low Risk
2025-03-01,4626,6680.95,0.0,744,Low Risk
2025-03-01,4627,16736.33,0.0,850,Very Low Risk
2025-03-01,4629,2071.59,6577.16,635,Medium Risk
2025-03-01,4630,584.96,2803.6,714,Low Risk
2025-03-01,4632,7456.99,0.0,682,Low Risk
2025-03-01,4633,1155.53,0.0,601,Medium Risk
2025-03-01,4636,2354.03,538.99,739,Low Risk
2025-03-01,4637,1763.43,0.0,621,Medium Risk
2025-03-01,4639,19383.19,0.0,629,Medium Risk
2025-03-01,4640,772.96,0.0,674,Low Risk
2025-03-01,4641,1375.25,0.0,682,Low Risk
2025-03-01,4642,12584.98,18104.11,850,Very Low Risk
2025-03-01,4643,3406.58,5311.64,771,Very Low Risk
2025-03-01,4644,1100.04,2042.63,672,Low Risk
2025-03-01,4646,1024.98,0.0,714,Low Risk
2025-03-01,4647,3636.04,3202.49,621,Medium Risk
2025-03-01,4648,10391.33,0.0,745,Low Risk
2025-03-01,4649,11539.79,0.0,682,Low Risk
2025-03-01,4650,2238.72,0.0,664,Low Risk
2025-03-01,4651,306.66,3419.31,731,Low Risk
2025-03-01,4652,3449.09,3282.12,726,Low Risk
2025-03-01,4653,13616.87,0.0,764,Very Low Risk
2025-03-01,4654,1079.27,0.0,667,Low Risk
2025-03-01,4655,2064.2,0.0,700,Low Risk
2025-03-01,4657,11192.02,0.0,658,Low Risk
2025-03-01,4659,826.34,0.0,656,Low Risk
2025-03-01,4663,503.83,0.0,690,Low Risk
2025-03-01,4664,2685.54,5993.27,684,Low Risk
2025-03-01,4666,7503.14,27189.51,794,Very Low Risk
2025-03-01,4667,47079.5,88310.33,850,Very Low Risk
2025-03-01,4670,8834.19,0.0,831,Very Low Risk
2025-03-01,4671,999.35,0.0,646,Medium Risk
2025-03-01,4672,32099.75,0.0,735,Low Risk
2025-03-01,4675,7300.0,2503.94,699,Low Risk
2025-03-01,4677,596.97,2157.66,579,Medium Risk
2025-03-01,4678,8624.35,0.0,661,Low Risk
2025-03-01,4680,1265.69,5923.74,565,Medium Risk
2025-03-01,4681,30784.11,90295.18,512,High Risk
2025-03-01,4682,1007.62,0.0,516,High Risk
2025-03-01,4686,3319.58,4140.78,715,Low Risk
2025-03-01,4687,4215.97,0.0,704,Low Risk
2025-03-01,4688,1136.55,6010.25,589,Medium Risk
2025-03-01,4689,7652.89,12950.39,715,Low Risk
2025-03-01,4691,14267.14,10502.01,850,Very Low Risk
2025-03-01,4693,1387.28,0.0,632,Medium Risk
2025-03-01,4694,3093.32,0.0,676,Low Risk
2025-03-01,4695,13775.23,0.0,767,Very Low Risk
2025-03-01,4698,7151.71,0.0,800,Very Low Risk
2025-03-01,4700,1700.49,3028.29,602,Medium Risk
2025-03-01,4701,9166.25,0.0,723,Low Risk
2025-03-01,4703,7162.1,3352.95,678,Low Risk
2025-03-01,4704,3238.14,388.77,850,Very Low Risk
2025-03-01,4707,20536.06,67463.21,770,Very Low Risk
2025-03-01,4708,2970.87,10416.77,717,Low Risk
2025-03-01,4709,2283.11,0.0,641,Medium Risk
2025-03-01,4711,1020.68,1168.49,682,Low Risk
2025-03-01,4713,3705.47,0.0,743,Low Risk
2025-03-01,4714,15964.75,0.0,778,Very Low Risk
2025-03-01,4715,1518.38,3598.02,683,Low Risk
2025-03-01,4716,5168.31,0.0,644,Medium Risk
2025-03-01,4717,909.05,0.0,469,High Risk
2025-03-01,4718,3941.36,2598.86,770,Very Low Risk
2025-03-01,4720,7685.47,0.0,701,Low Risk
2025-03-01,4721,1827.29,0.0,649,Medium Risk
2025-03-01,4725,4671.19,5595.04,717,Low Risk
2025-03-01,4728,2037.49,7797.28,557,Medium Risk
2025-03-01,4730,1100.02,1674.79,778,Very Low Risk
2025-03-01,4731,2343.62,2404.74,833,Very Low Risk
2025-03-01,4732,3306.87,0.0,763,Very Low Risk
2025-03-01,4733,2230.45,21111.68,733,Low Risk
2025-03-01,4735,1471.38,2423.19,544,High Risk
2025-03-01,4739,388.53,0.0,482,High Risk
2025-03-01,4741,2702.78,52661.05,730,Low Risk
2025-03-01,4742,637.18,0.0,474,High Risk
2025-03-01,4745,9167.64,15166.5,738,Low Risk
2025-03-01,4746,11517.11,0.0,765,Very Low Risk
2025-03-01,4748,6496.73,53833.4,804,Very Low Risk
2025-03-01,4751,7869.04,0.0,700,Low Risk
2025-03-01,4754,3338.45,9454.66,691,Low Risk
2025-03-01,4755,3973.27,0.0,687,Low Risk
2025-03-01,4757,25267.08,5699.96,850,Very Low Risk
2025-03-01,4758,3608.66,0.0,577,Medium Risk
2025-03-01,4760,2564.13,0.0,785,Very Low Risk
2025-03-01,4761,226.64,0.0,513,High Risk
2025-03-01,4763,3454.55,28165.8,549,High Risk
2025-03-01,4764,1090.93,0.0,679,Low Risk
2025-03-01,4765,1599.65,0.0,666,Low Risk
2025-03-01,4766,4708.11,0.0,627,Medium Risk
2025-03-01,4769,17148.64,64394.63,755,Very Low Risk
2025-03-01,4770,4311.32,55769.67,850,Very Low Risk
2025-03-01,4771,1479.41,2069.76,718,Low Risk
2025-03-01,4772,5676.21,0.0,653,Low Risk
2025-03-01,4773,8629.67,0.0,648,Medium Risk
2025-03-01,4774,5306.5,0.0,622,Medium Risk
2025-03-01,4776,14522.75,64581.75,723,Low Risk
2025-03-01,4777,2817.21,0.0,764,Very Low Risk
2025-03-01,4779,2087.58,20361.66,687,Low Risk
2025-03-01,4780,1467.1,5185.95,655,Low Risk
2025-03-01,4781,2283.58,25727.79,739,Low Risk
2025-03-01,4782,403.53,0.0,628,Medium Risk
2025-03-01,4784,2743.37,5225.5,720,Low Risk
2025-03-01,4787,1728.3,3532.17,738,Low Risk
2025-03-01,4788,360.88,0.0,628,Medium Risk
2025-03-01,4789,7029.27,0.0,644,Medium Risk
2025-03-01,4791,20386.89,26742.36,750,Very Low Risk
2025-03-01,4793,6617.07,8541.89,553,Medium Risk
2025-03-01,4797,2533.68,2093.86,628,Medium Risk
2025-03-01,4798,2200.95,7311.09,634,Medium Risk
2025-03-01,4800,13862.38,45684.53,840,Very Low Risk
2025-03-01,4801,3084.55,0.0,765,Very Low Risk
2025-03-01,4802,17600.39,62423.16,816,Very Low Risk
2025-03-01,4804,4207.46,16919.96,772,Very Low Risk
2025-03-01,4805,6334.92,0.0,576,Medium Risk
2025-03-01,4806,1018.08,0.0,622,Medium Risk
2025-03-01,4807,2059.14,8340.4,699,Low Risk
2025-03-01,4809,2657.58,23645.58,718,Low Risk
2025-03-01,4813,16579.34,59653.56,715,Low Risk
2025-03-01,4814,5329.45,11911.99,679,Low Risk
2025-03-01,4815,8664.62,5917.79,850,Very Low Risk
2025-03-01,4819,1528.03,0.0,713,Low Risk
2025-03-01,4820,4273.41,0.0,721,Low Risk
2025-03-01,4823,373.07,0.0,470,High Risk
2025-03-01,4825,1246.53,0.0,621,Medium Risk
2025-03-01,4826,5143.22,0.0,645,Medium Risk
2025-03-01,4828,16883.25,0.0,850,Very Low Risk
2025-03-01,4829,871.78,5844.39,586,Medium Risk
2025-03-01,4834,1342.4,3403.99,438,Very High Risk
2025-03-01,4835,8223.39,0.0,640,Medium Risk
2025-03-01,4836,912.89,0.0,661,Low Risk
2025-03-01,4837,17977.14,0.0,611,Medium Risk
2025-03-01,4838,1931.97,576.46,629,Medium Risk
2025-03-01,4841,4428.87,0.0,741,Low Risk
2025-03-01,4843,899.04,1734.65,693,Low Risk
2025-03-01,4848,3026.17,0.0,684,Low Risk
2025-03-01,4849,3346.58,0.0,300,Very High Risk
2025-03-01,4851,173.67,0.0,629,Medium Risk
2025-03-01,4852,1705.85,0.0,537,High Risk
2025-03-01,4853,1640.14,4652.32,705,Low Risk
2025-03-01,4854,3467.9,6764.4,688,Low Risk
2025-03-01,4855,12240.65,36889.14,760,Very Low Risk
2025-03-01,4857,1075.99,1477.23,711,Low Risk
2025-03-01,4859,9230.05,0.0,763,Very Low Risk
2025-03-01,4860,10565.73,0.0,724,Low Risk
2025-03-01,4861,3963.58,0.0,694,Low Risk
2025-03-01,4862,1178.98,775.02,597,Medium Risk
2025-03-01,4866,852.35,0.0,621,Medium Risk
2025-03-01,4868,1517.41,3121.36,750,Very Low Risk
2025-03-01,4870,1800.93,2683.84,590,Medium Risk
2025-03-01,4871,172.57,0.0,466,High Risk
2025-03-01,4873,3244.81,0.0,654,Low Risk
2025-03-01,4876,2621.7,0.0,753,Very Low Risk
2025-03-01,4880,6715.72,0.0,780,Very Low Risk
2025-03-01,4882,715.25,2857.28,730,Low Risk
2025-03-01,4884,2347.74,2786.2,695,Low Risk
2025-03-01,4885,3380.62,29590.05,563,Medium Risk
2025-03-01,4886,996.72,0.0,637,Medium Risk
2025-03-01,4887,1577.48,5058.37,698,Low Risk
2025-03-01,4888,4807.01,10678.38,800,Very Low Risk
2025-03-01,4889,7507.24,0.0,743,Low Risk
2025-03-01,4890,1072.29,3350.22,662,Low Risk
2025-03-01,4891,6771.81,0.0,746,Low Risk
2025-03-01,4893,10758.59,37605.38,627,Medium Risk
2025-03-01,4894,9468.13,3162.98,573,Medium Risk
2025-03-01,4897,175.6,0.0,533,High Risk
2025-03-01,4899,2208.84,0.0,573,Medium Risk
2025-03-01,4900,3222.14,0.0,786,Very Low Risk
2025-03-01,4901,6082.59,0.0,655,Low Risk
2025-03-01,4902,1275.19,0.0,694,Low Risk
2025-03-01,4903,2675.98,0.0,647,Medium Risk
2025-03-01,4905,1845.76,7367.35,710,Low Risk
2025-03-01,4908,1922.56,6301.52,660,Low Risk
2025-03-01,4909,6419.3,0.0,686,Low Risk
2025-03-01,4910,1264.71,0.0,610,Medium Risk
2025-03-01,4911,9389.97,7731.71,706,Low Risk
2025-03-01,4912,1140.9,0.0,594,Medium Risk
2025-03-01,4915,14190.08,0.0,648,Medium Risk
2025-03-01,4918,14199.06,23367.68,850,Very Low Risk
2025-03-01,4920,10590.02,0.0,560,Medium Risk
2025-03-01,4922,2295.41,1460.71,757,Very Low Risk
2025-03-01,4923,5214.12,0.0,653,Low Risk
2025-03-01,4924,10608.13,0.0,752,Very Low Risk
2025-03-01,4925,745.61,1767.51,625,Medium Risk
2025-03-01,4926,3320.56,6542.18,560,Medium Risk
2025-03-01,4928,409.68,1142.56,616,Medium Risk
2025-03-01,4929,5976.26,43419.16,746,Low Risk
2025-03-01,4930,6787.97,0.0,302,Very High Risk
2025-03-01,4931,818.2,0.0,469,High Risk
2025-03-01,4933,1472.13,1016.4,701,Low Risk
2025-03-01,4934,2567.53,0.0,656,Low Risk
2025-03-01,4935,1383.48,2451.58,615,Medium Risk
2025-03-01,4936,170.08,0.0,463,High Risk
2025-03-01,4937,12398.6,0.0,747,Low Risk
2025-03-01,4938,8322.23,12118.14,707,Low Risk
2025-03-01,4939,28157.13,227037.75,739,Low Risk
2025-03-01,4942,2498.66,5328.99,629,Medium Risk
2025-03-01,4943,1234.54,0.0,593,Medium Risk
2025-03-01,4946,4427.73,0.0,635,Medium Risk
2025-03-01,4948,10446.97,0.0,603,Medium Risk
2025-03-01,4949,1464.3,0.0,576,Medium Risk
2025-03-01,4951,13734.34,0.0,745,Low Risk
2025-03-01,4952,3177.26,0.0,730,Low Risk
2025-03-01,4953,42361.3,24512.49,820,Very Low Risk
2025-03-01,4957,390.71,3779.32,665,Low Risk
2025-03-01,4959,5659.59,22427.14,603,Medium Risk
2025-03-01,4964,931.89,0.0,556,Medium Risk
2025-03-01,4966,3412.17,22639.92,826,Very Low Risk
2025-03-01,4968,17390.08,0.0,742,Low Risk
2025-03-01,4971,34228.24,0.0,640,Medium Risk
2025-03-01,4972,2312.19,85.57,650,Low Risk
2025-03-01,4974,5231.43,0.0,668,Low Risk
2025-03-01,4975,1870.35,6168.21,736,Low Risk
2025-03-01,4977,14286.42,12749.87,706,Low Risk
2025-03-01,4978,2780.12,6995.91,716,Low Risk
2025-03-01,4980,3548.13,0.0,739,Low Risk
2025-03-01,4983,9740.64,0.0,848,Very Low Risk
2025-03-01,4984,3525.81,5480.68,633,Medium Risk
2025-03-01,4985,164.1,0.0,619,Medium Risk
2025-03-01,4988,5644.89,0.0,786,Very Low Risk
2025-03-01,4989,18784.38,0.0,841,Very Low Risk
2025-03-01,4990,1002.76,0.0,687,Low Risk
2025-03-01,4991,2368.59,0.0,686,Low Risk
2025-03-01,4993,2837.9,7181.87,685,Low Risk
2025-03-01,4994,1917.39,0.0,678,Low Risk
2025-03-01,4995,1345.86,2732.22,648,Medium Risk
2025-03-01,4996,2766.62,0.0,784,Very Low Risk
2025-03-01,4997,9345.67,0.0,745,Low Risk
2025-03-01,4998,2410.95,6357.53,720,Low Risk
2025-03-01,4999,3848.38,37804.8,776,Very Low Risk
2025-04-01,2,2000.43,1847.35,747,Low Risk
2025-04-01,3,1059.1,2532.56,585,Medium Risk
2025-04-01,4,8249.2,0.0,850,Very Low Risk
2025-04-01,5,4591.42,0.0,584,Medium Risk
2025-04-01,6,1002.08,0.0,682,Low Risk
2025-04-01,9,705.92,0.0,602,Medium Risk
2025-04-01,10,3417.65,2516.93,726,Low Risk
2025-04-01,14,3119.9,0.0,566,Medium Risk
2025-04-01,15,1755.22,45931.6,433,Very High Risk
2025-04-01,16,9949.01,0.0,809,Very Low Risk
2025-04-01,19,8418.18,0.0,730,Low Risk
2025-04-01,20,21399.37,23534.37,850,Very Low Risk
2025-04-01,21,5510.54,0.0,782,Very Low Risk
2025-04-01,22,10545.43,29981.74,754,Very Low Risk
2025-04-01,24,1970.67,0.0,597,Medium Risk
2025-04-01,25,1391.69,0.0,634,Medium Risk
2025-04-01,26,7120.57,0.0,735,Low Risk
2025-04-01,27,33904.6,69368.06,559,Medium Risk
2025-04-01,28,3370.34,33334.2,685,Low Risk
2025-04-01,33,6711.45,12952.58,844,Very Low Risk
2025-04-01,34,394.97,0.0,619,Medium Risk
2025-04-01,35,2191.71,0.0,672,Low Risk
2025-04-01,36,784.42,10416.5,750,Very Low Risk
2025-04-01,37,794.77,3038.27,635,Medium Risk
2025-04-01,38,14674.28,0.0,670,Low Risk
2025-04-01,41,3039.0,19545.92,764,Very Low Risk
2025-04-01,45,25759.55,94704.27,806,Very Low Risk
2025-04-01,47,13879.05,20381.22,708,Low Risk
2025-04-01,48,18804.47,0.0,781,Very Low Risk
2025-04-01,49,1206.62,0.0,679,Low Risk
2025-04-01,50,1414.9,1946.26,517,High Risk
2025-04-01,51,468.49,0.0,481,High Risk
2025-04-01,54,1546.46,0.0,557,Medium Risk
2025-04-01,57,515.44,0.0,480,High Risk
2025-04-01,59,12526.69,2211.78,753,Very Low Risk
2025-04-01,62,543.69,652.45,572,Medium Risk
2025-04-01,64,37870.91,0.0,850,Very Low Risk
2025-04-01,66,2179.42,0.0,644,Medium Risk
2025-04-01,67,47108.15,0.0,779,Very Low Risk
2025-04-01,69,12500.92,0.0,685,Low Risk
2025-04-01,70,440.72,0.0,703,Low Risk
2025-04-01,71,1224.25,5299.97,719,Low Risk
2025-04-01,72,3120.99,0.0,617,Medium Risk
2025-04-01,74,1112.56,3436.05,604,Medium Risk
2025-04-01,75,2060.29,4593.7,607,Medium Risk
2025-04-01,78,3635.84,0.0,614,Medium Risk
2025-04-01,79,24820.29,28660.67,712,Low Risk
2025-04-01,81,1435.96,0.0,654,Low Risk
2025-04-01,83,829.02,0.0,706,Low Risk
2025-04-01,84,3481.0,6744.13,588,Medium Risk
2025-04-01,86,32174.83,0.0,843,Very Low Risk
2025-04-01,88,28656.02,66113.04,619,Medium Risk
2025-04-01,89,954.72,8507.44,775,Very Low Risk
2025-04-01,91,3656.38,1302.23,803,Very Low Risk
2025-04-01,92,2221.82,18047.5,586,Medium Risk
2025-04-01,94,13614.51,0.0,736,Low Risk
2025-04-01,96,5911.93,0.0,671,Low Risk
2025-04-01,98,1613.18,0.0,537,High Risk
2025-04-01,99,2543.44,25733.18,690,Low Risk
2025-04-01,100,2571.91,0.0,751,Very Low Risk
2025-04-01,102,768.52,0.0,693,Low Risk
2025-04-01,103,431.42,941.19,559,Medium Risk
2025-04-01,104,153.71,0.0,503,High Risk
2025-04-01,106,13291.17,14676.7,539,High Risk
2025-04-01,107,2849.87,6375.58,554,Medium Risk
2025-04-01,109,5960.46,719.37,850,Very Low Risk
2025-04-01,110,6148.77,0.0,742,Low Risk
2025-04-01,111,4442.09,0.0,660,Low Risk
2025-04-01,112,1075.03,2632.08,667,Low Risk
2025-04-01,113,1517.85,2767.35,316,Very High Risk
2025-04-01,115,12056.52,0.0,665,Low Risk
2025-04-01,116,3781.66,10705.24,752,Very Low Risk
2025-04-01,119,193.22,0.0,551,Medium Risk
2025-04-01,121,15269.59,0.0,650,Low Risk
2025-04-01,122,17257.54,90681.83,668,Low Risk
2025-04-01,123,10167.77,9247.34,687,Low Risk
2025-04-01,124,5711.18,0.0,706,Low Risk
2025-04-01,126,1468.95,2428.32,698,Low Risk
2025-04-01,128,1638.0,12892.72,725,Low Risk
2025-04-01,129,15041.54,64608.4,623,Medium Risk
2025-04-01,130,1193.24,0.0,761,Very Low Risk
2025-04-01,131,5715.82,0.0,599,Medium Risk
2025-04-01,132,1217.68,5713.09,681,Low Risk
2025-04-01,134,2444.0,0.0,712,Low Risk
2025-04-01,135,19544.78,9409.41,850,Very Low Risk
2025-04-01,137,2115.29,0.0,675,Low Risk
2025-04-01,138,41141.9,906.1,850,Very Low Risk
2025-04-01,139,3542.83,0.0,764,Very Low Risk
2025-04-01,140,32667.32,0.0,746,Low Risk
2025-04-01,141,4675.56,30251.61,756,Very Low Risk
2025-04-01,143,1704.28,0.0,606,Medium Risk
2025-04-01,146,680.21,5478.3,635,Medium Risk
2025-04-01,147,1453.89,10002.17,741,Low Risk
2025-04-01,149,17954.5,0.0,707,Low Risk
2025-04-01,150,2413.78,0.0,668,Low Risk
2025-04-01,152,979.33,2413.66,677,Low Risk
2025-04-01,154,3694.07,0.0,646,Medium Risk
2025-04-01,155,3276.87,10761.0,795,Very Low Risk
2025-04-01,156,1521.32,280.27,760,Very Low Risk
2025-04-01,158,3425.96,0.0,687,Low Risk
2025-04-01,159,1479.98,0.0,670,Low Risk
2025-04-01,160,1536.5,0.0,713,Low Risk
2025-04-01,161,2159.99,0.0,684,Low Risk
2025-04-01,162,5935.33,8808.52,796,Very Low Risk
2025-04-01,163,1021.88,0.0,577,Medium Risk
2025-04-01,164,6130.65,15817.54,389,Very High Risk
2025-04-01,165,2556.52,3204.62,732,Low Risk
2025-04-01,166,1007.33,914.01,541,High Risk
2025-04-01,168,1736.36,0.0,631,Medium Risk
2025-04-01,170,1331.04,2131.18,603,Medium Risk
2025-04-01,171,4535.37,368.13,772,Very Low Risk
2025-04-01,172,19584.4,96449.01,850,Very Low Risk
2025-04-01,173,3714.43,22818.19,600,Medium Risk
2025-04-01,175,3010.85,6640.4,589,Medium Risk
2025-04-01,176,300.35,0.0,538,High Risk
2025-04-01,177,5218.5,4585.94,719,Low Risk
2025-04-01,178,1573.28,0.0,683,Low Risk
2025-04-01,179,3386.8,7389.66,739,Low Risk
2025-04-01,181,2787.2,2295.12,657,Low Risk
2025-04-01,183,2001.46,0.0,641,Medium Risk
2025-04-01,184,907.39,0.0,648,Medium Risk
2025-04-01,185,2955.27,8614.57,756,Very Low Risk
2025-04-01,186,415.08,0.0,480,High Risk
2025-04-01,187,4343.69,0.0,654,Low Risk
2025-04-01,190,3846.4,10492.94,713,Low Risk
2025-04-01,194,2706.39,2485.01,701,Low Risk
2025-04-01,195,3220.08,0.0,736,Low Risk
2025-04-01,196,3709.45,0.0,693,Low Risk
2025-04-01,198,1221.17,6965.36,525,High Risk
2025-04-01,200,8253.45,17872.58,747,Low Risk
2025-04-01,202,822.14,1445.31,617,Medium Risk
2025-04-01,203,9099.44,4155.61,685,Low Risk
2025-04-01,205,1749.98,0.0,683,Low Risk
2025-04-01,206,2230.78,0.0,740,Low Risk
2025-04-01,207,12343.01,52318.72,562,Medium Risk
2025-04-01,209,25722.37,22453.74,809,Very Low Risk
2025-04-01,210,17366.97,35051.54,722,Low Risk
2025-04-01,211,20807.69,0.0,667,Low Risk
2025-04-01,212,1010.55,0.0,634,Medium Risk
2025-04-01,213,2645.64,3311.42,567,Medium Risk
2025-04-01,214,1135.25,0.0,574,Medium Risk
2025-04-01,215,5854.36,0.0,649,Medium Risk
2025-04-01,216,6550.78,2409.68,655,Low Risk
2025-04-01,217,10494.17,44395.79,850,Very Low Risk
2025-04-01,218,2880.21,7549.2,792,Very Low Risk
2025-04-01,221,3258.55,0.0,831,Very Low Risk
2025-04-01,222,1277.86,0.0,631,Medium Risk
2025-04-01,223,4495.81,17272.68,769,Very Low Risk
2025-04-01,224,467.61,0.0,552,Medium Risk
2025-04-01,226,5238.17,0.0,614,Medium Risk
2025-04-01,227,1009.29,0.0,643,Medium Risk
2025-04-01,228,12597.19,23986.12,662,Low Risk
2025-04-01,230,1451.3,26037.28,760,Very Low Risk
2025-04-01,232,1864.67,0.0,665,Low Risk
2025-04-01,233,2657.5,269.45,721,Low Risk
2025-04-01,235,1489.67,3293.19,674,Low Risk
2025-04-01,237,4765.95,0.0,695,Low Risk
2025-04-01,239,5367.4,0.0,850,Very Low Risk
2025-04-01,240,6336.78,0.0,768,Very Low Risk
2025-04-01,243,2428.05,0.0,685,Low Risk
2025-04-01,245,1052.61,0.0,752,Very Low Risk
2025-04-01,247,1627.74,0.0,786,Very Low Risk
2025-04-01,248,639.99,17452.03,595,Medium Risk
2025-04-01,249,1896.76,1745.43,716,Low Risk
2025-04-01,252,31674.11,0.0,745,Low Risk
2025-04-01,254,12533.49,0.0,644,Medium Risk
2025-04-01,255,13821.73,63871.87,750,Very Low Risk
2025-04-01,256,200.48,0.0,536,High Risk
2025-04-01,259,2868.49,0.0,572,Medium Risk
2025-04-01,261,1663.49,28844.18,629,Medium Risk
2025-04-01,262,5484.49,0.0,614,Medium Risk
2025-04-01,263,1604.2,0.0,601,Medium Risk
2025-04-01,264,1061.69,0.0,706,Low Risk
2025-04-01,266,22775.02,0.0,782,Very Low Risk
2025-04-01,267,403.42,0.0,721,Low Risk
2025-04-01,269,1317.8,3655.32,606,Medium Risk
2025-04-01,270,9574.68,7484.56,823,Very Low Risk
2025-04-01,271,1685.66,0.0,603,Medium Risk
2025-04-01,272,3321.65,0.0,674,Low Risk
2025-04-01,273,2191.87,0.0,709,Low Risk
2025-04-01,275,1715.04,0.0,594,Medium Risk
2025-04-01,281,1724.46,0.0,711,Low Risk
2025-04-01,283,3540.23,0.0,767,Very Low Risk
2025-04-01,284,2820.73,0.0,507,High Risk
2025-04-01,285,392.76,0.0,540,High Risk
2025-04-01,286,7907.6,40963.91,743,Low Risk
2025-04-01,287,1529.78,0.0,612,Medium Risk
2025-04-01,288,31916.04,14530.26,781,Very Low Risk
2025-04-01,289,1198.2,0.0,635,Medium Risk
2025-04-01,290,6071.15,8438.29,768,Very Low Risk
2025-04-01,292,2290.18,9549.36,308,Very High Risk
2025-04-01,296,2966.02,0.0,620,Medium Risk
2025-04-01,301,4140.03,1197.2,850,Very Low Risk
2025-04-01,304,7962.06,10322.21,717,Low Risk
2025-04-01,305,1566.96,3266.93,683,Low Risk
2025-04-01,306,4662.7,0.0,638,Medium Risk
2025-04-01,307,7950.4,97253.42,850,Very Low Risk
2025-04-01,309,1737.62,0.0,609,Medium Risk
2025-04-01,310,6206.16,0.0,718,Low Risk
2025-04-01,311,19408.59,55189.44,737,Low Risk
2025-04-01,316,8460.8,1434.83,743,Low Risk
2025-04-01,317,19063.96,0.0,829,Very Low Risk
2025-04-01,319,4716.25,10459.41,741,Low Risk
2025-04-01,320,255.13,0.0,597,Medium Risk
2025-04-01,322,3874.07,2939.48,850,Very Low Risk
2025-04-01,324,17553.8,15481.13,773,Very Low Risk
2025-04-01,325,23083.19,0.0,792,Very Low Risk
2025-04-01,326,331.27,0.0,706,Low Risk
2025-04-01,328,977.51,0.0,697,Low Risk
2025-04-01,329,462.84,1257.81,613,Medium Risk
2025-04-01,332,5179.56,0.0,788,Very Low Risk
2025-04-01,333,738.36,1043.16,730,Low Risk
2025-04-01,338,13756.9,4537.43,728,Low Risk
2025-04-01,339,2600.0,0.0,623,Medium Risk
2025-04-01,340,2781.59,22245.42,811,Very Low Risk
2025-04-01,341,9825.03,0.0,711,Low Risk
2025-04-01,342,1837.85,0.0,665,Low Risk
2025-04-01,343,1143.11,1630.21,507,High Risk
2025-04-01,344,2790.55,2475.35,637,Medium Risk
2025-04-01,347,7560.93,8413.14,674,Low Risk
2025-04-01,350,7859.28,0.0,677,Low Risk
2025-04-01,351,2876.72,32386.26,660,Low Risk
2025-04-01,352,2528.39,8403.5,712,Low Risk
2025-04-01,354,26016.46,0.0,691,Low Risk
2025-04-01,355,1119.66,0.0,695,Low Risk
2025-04-01,358,5083.22,0.0,698,Low Risk
2025-04-01,359,605.21,913.94,310,Very High Risk
2025-04-01,360,169.22,0.0,456,High Risk
2025-04-01,362,839.12,4277.09,619,Medium Risk
2025-04-01,363,1241.07,0.0,651,Low Risk
2025-04-01,364,939.42,0.0,588,Medium Risk
2025-04-01,365,4191.68,15722.56,850,Very Low Risk
2025-04-01,366,3508.13,439.62,808,Very Low Risk
2025-04-01,368,3372.55,1275.16,633,Medium Risk
2025-04-01,369,13949.84,19784.43,750,Very Low Risk
2025-04-01,371,1448.35,0.0,850,Very Low Risk
2025-04-01,372,28723.4,0.0,740,Low Risk
2025-04-01,373,661.5,0.0,586,Medium Risk
2025-04-01,375,176.24,0.0,583,Medium Risk
2025-04-01,379,454.36,0.0,592,Medium Risk
2025-04-01,380,67.65,0.0,462,High Risk
2025-04-01,381,5152.84,2466.63,685,Low Risk
2025-04-01,382,4097.72,1771.78,563,Medium Risk
2025-04-01,383,1567.3,0.0,671,Low Risk
2025-04-01,384,2874.8,0.0,616,Medium Risk
2025-04-01,385,10604.74,0.0,727,Low Risk
2025-04-01,386,6281.86,0.0,698,Low Risk
2025-04-01,387,14359.61,38890.79,767,Very Low Risk
2025-04-01,388,2915.3,0.0,723,Low Risk
2025-04-01,389,6600.13,13384.22,850,Very Low Risk
2025-04-01,390,494.23,0.0,572,Medium Risk
2025-04-01,391,3510.14,0.0,649,Medium Risk
2025-04-01,392,307.83,0.0,627,Medium Risk
2025-04-01,393,1780.48,2590.92,638,Medium Risk
2025-04-01,394,709.36,0.0,521,High Risk
2025-04-01,397,22579.65,13674.38,591,Medium Risk
2025-04-01,399,2332.44,6409.21,759,Very Low Risk
2025-04-01,400,3567.69,0.0,673,Low Risk
2025-04-01,401,3751.75,0.0,672,Low Risk
2025-04-01,403,1903.75,0.0,588,Medium Risk
2025-04-01,405,9582.79,9001.34,800,Very Low Risk
2025-04-01,407,24159.51,0.0,769,Very Low Risk
2025-04-01,408,1519.72,0.0,369,Very High Risk
2025-04-01,409,3604.39,0.0,702,Low Risk
2025-04-01,411,4551.59,0.0,711,Low Risk
2025-04-01,412,4408.37,11599.25,772,Very Low Risk
2025-04-01,413,1345.88,0.0,637,Medium Risk
2025-04-01,417,3661.58,16586.99,688,Low Risk
2025-04-01,419,9141.17,0.0,655,Low Risk
2025-04-01,421,7535.0,0.0,614,Medium Risk
2025-04-01,424,3219.0,0.0,782,Very Low Risk
2025-04-01,427,2462.06,7179.34,700,Low Risk
